AEROPUERTO_DE_PROCEDENCIA,Mes_Año,Pasajeros,Isla,Mes,Año,MesNum,Fecha
Hungría,marzo 2024,546.0,Fuerteventura,marzo,2024,3,2024-03-01
Venezuela,marzo 2024,0.0,Fuerteventura,marzo,2024,3,2024-03-01
Rumanía,marzo 2024,0.0,Fuerteventura,marzo,2024,3,2024-03-01
Estonia,marzo 2024,0.0,Fuerteventura,marzo,2024,3,2024-03-01
Letonia,marzo 2024,0.0,Fuerteventura,marzo,2024,3,2024-03-01
Lituania,marzo 2024,0.0,Fuerteventura,marzo,2024,3,2024-03-01
Ucrania,marzo 2024,0.0,Fuerteventura,marzo,2024,3,2024-03-01
Israel,marzo 2024,0.0,Fuerteventura,marzo,2024,3,2024-03-01
USA,marzo 2024,0.0,Fuerteventura,marzo,2024,3,2024-03-01
Otros países,marzo 2024,0.0,Fuerteventura,marzo,2024,3,2024-03-01
Total aerop. Extranjeros,marzo 2024,221214.0,Fuerteventura,marzo,2024,3,2024-03-01
TOTAL PASAJEROS,marzo 2024,295415.0,Fuerteventura,marzo,2024,3,2024-03-01
aerop. Interinsulares,abril 2024,38837.0,Fuerteventura,abril,2024,4,2024-04-01
aerop. peninsulares,abril 2024,32406.0,Fuerteventura,abril,2024,4,2024-04-01
Total aerop. españoles,abril 2024,71243.0,Fuerteventura,abril,2024,4,2024-04-01
Aerop. Peninsulares + aerop. Extranjeros,abril 2024,203335.0,Fuerteventura,abril,2024,4,2024-04-01
Holanda,abril 2024,4119.0,Fuerteventura,abril,2024,4,2024-04-01
Bélgica,abril 2024,632.0,Fuerteventura,abril,2024,4,2024-04-01
Alemania,abril 2024,61863.0,Fuerteventura,abril,2024,4,2024-04-01
Francia,abril 2024,8839.0,Fuerteventura,abril,2024,4,2024-04-01
Reino Unido,abril 2024,60367.0,Fuerteventura,abril,2024,4,2024-04-01
Irlanda,abril 2024,4604.0,Fuerteventura,abril,2024,4,2024-04-01
Italia,abril 2024,11405.0,Fuerteventura,abril,2024,4,2024-04-01
Países Nórdicos,abril 2024,3245.0,Fuerteventura,abril,2024,4,2024-04-01
Suecia,abril 2024,1007.0,Fuerteventura,abril,2024,4,2024-04-01
Noruega,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Dinamarca,abril 2024,2238.0,Fuerteventura,abril,2024,4,2024-04-01
Finlandia,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Suiza,abril 2024,4716.0,Fuerteventura,abril,2024,4,2024-04-01
Austria,abril 2024,2023.0,Fuerteventura,abril,2024,4,2024-04-01
Federación Rusa,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Republica Checa,abril 2024,1374.0,Fuerteventura,abril,2024,4,2024-04-01
Polonia,abril 2024,6041.0,Fuerteventura,abril,2024,4,2024-04-01
Portugal,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Marruecos,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Luxemburgo,abril 2024,897.0,Fuerteventura,abril,2024,4,2024-04-01
Islandia,abril 2024,89.0,Fuerteventura,abril,2024,4,2024-04-01
Hungría,abril 2024,715.0,Fuerteventura,abril,2024,4,2024-04-01
Venezuela,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Rumanía,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Estonia,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Letonia,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Lituania,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Ucrania,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Israel,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
USA,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Otros países,abril 2024,0.0,Fuerteventura,abril,2024,4,2024-04-01
Total aerop. Extranjeros,abril 2024,170929.0,Fuerteventura,abril,2024,4,2024-04-01
TOTAL PASAJEROS,abril 2024,242172.0,Fuerteventura,abril,2024,4,2024-04-01
aerop. Interinsulares,mayo 2024,43878.0,Fuerteventura,mayo,2024,5,2024-05-01
aerop. peninsulares,mayo 2024,33935.0,Fuerteventura,mayo,2024,5,2024-05-01
Total aerop. españoles,mayo 2024,77813.0,Fuerteventura,mayo,2024,5,2024-05-01
Aerop. Peninsulares + aerop. Extranjeros,mayo 2024,188687.0,Fuerteventura,mayo,2024,5,2024-05-01
Holanda,mayo 2024,4110.0,Fuerteventura,mayo,2024,5,2024-05-01
Bélgica,mayo 2024,603.0,Fuerteventura,mayo,2024,5,2024-05-01
Alemania,mayo 2024,52556.0,Fuerteventura,mayo,2024,5,2024-05-01
Francia,mayo 2024,5220.0,Fuerteventura,mayo,2024,5,2024-05-01
Reino Unido,mayo 2024,59808.0,Fuerteventura,mayo,2024,5,2024-05-01
Irlanda,mayo 2024,4568.0,Fuerteventura,mayo,2024,5,2024-05-01
Italia,mayo 2024,10921.0,Fuerteventura,mayo,2024,5,2024-05-01
Países Nórdicos,mayo 2024,1819.0,Fuerteventura,mayo,2024,5,2024-05-01
Suecia,mayo 2024,554.0,Fuerteventura,mayo,2024,5,2024-05-01
Noruega,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Dinamarca,mayo 2024,1265.0,Fuerteventura,mayo,2024,5,2024-05-01
Finlandia,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Suiza,mayo 2024,4199.0,Fuerteventura,mayo,2024,5,2024-05-01
Austria,mayo 2024,1604.0,Fuerteventura,mayo,2024,5,2024-05-01
Federación Rusa,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Republica Checa,mayo 2024,2704.0,Fuerteventura,mayo,2024,5,2024-05-01
Polonia,mayo 2024,5405.0,Fuerteventura,mayo,2024,5,2024-05-01
Portugal,mayo 2024,2.0,Fuerteventura,mayo,2024,5,2024-05-01
Marruecos,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Luxemburgo,mayo 2024,1229.0,Fuerteventura,mayo,2024,5,2024-05-01
Islandia,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Hungría,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Venezuela,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Rumanía,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Estonia,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Letonia,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Lituania,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Ucrania,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Israel,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
USA,mayo 2024,0.0,Fuerteventura,mayo,2024,5,2024-05-01
Otros países,mayo 2024,4.0,Fuerteventura,mayo,2024,5,2024-05-01
Total aerop. Extranjeros,mayo 2024,154752.0,Fuerteventura,mayo,2024,5,2024-05-01
TOTAL PASAJEROS,mayo 2024,232565.0,Fuerteventura,mayo,2024,5,2024-05-01
aerop. Interinsulares,junio 2024,42994.0,Fuerteventura,junio,2024,6,2024-06-01
aerop. peninsulares,junio 2024,38508.0,Fuerteventura,junio,2024,6,2024-06-01
Total aerop. españoles,junio 2024,81502.0,Fuerteventura,junio,2024,6,2024-06-01
Aerop. Peninsulares + aerop. Extranjeros,junio 2024,202436.0,Fuerteventura,junio,2024,6,2024-06-01
Holanda,junio 2024,4017.0,Fuerteventura,junio,2024,6,2024-06-01
Bélgica,junio 2024,661.0,Fuerteventura,junio,2024,6,2024-06-01
Alemania,junio 2024,55324.0,Fuerteventura,junio,2024,6,2024-06-01
Francia,junio 2024,6045.0,Fuerteventura,junio,2024,6,2024-06-01
Reino Unido,junio 2024,60842.0,Fuerteventura,junio,2024,6,2024-06-01
Irlanda,junio 2024,5723.0,Fuerteventura,junio,2024,6,2024-06-01
Italia,junio 2024,11592.0,Fuerteventura,junio,2024,6,2024-06-01
Países Nórdicos,junio 2024,1856.0,Fuerteventura,junio,2024,6,2024-06-01
Suecia,junio 2024,646.0,Fuerteventura,junio,2024,6,2024-06-01
Noruega,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Dinamarca,junio 2024,1210.0,Fuerteventura,junio,2024,6,2024-06-01
Finlandia,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Suiza,junio 2024,3905.0,Fuerteventura,junio,2024,6,2024-06-01
Austria,junio 2024,1443.0,Fuerteventura,junio,2024,6,2024-06-01
Federación Rusa,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Republica Checa,junio 2024,2894.0,Fuerteventura,junio,2024,6,2024-06-01
Polonia,junio 2024,7408.0,Fuerteventura,junio,2024,6,2024-06-01
Portugal,junio 2024,356.0,Fuerteventura,junio,2024,6,2024-06-01
Marruecos,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Luxemburgo,junio 2024,1188.0,Fuerteventura,junio,2024,6,2024-06-01
Islandia,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Hungría,junio 2024,674.0,Fuerteventura,junio,2024,6,2024-06-01
Venezuela,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Rumanía,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Estonia,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Letonia,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Lituania,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Ucrania,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Israel,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
USA,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Otros países,junio 2024,0.0,Fuerteventura,junio,2024,6,2024-06-01
Total aerop. Extranjeros,junio 2024,163928.0,Fuerteventura,junio,2024,6,2024-06-01
TOTAL PASAJEROS,junio 2024,245430.0,Fuerteventura,junio,2024,6,2024-06-01
aerop. Interinsulares,julio 2024,52307.0,Fuerteventura,julio,2024,7,2024-07-01
aerop. peninsulares,julio 2024,42825.0,Fuerteventura,julio,2024,7,2024-07-01
Total aerop. españoles,julio 2024,95132.0,Fuerteventura,julio,2024,7,2024-07-01
Aerop. Peninsulares + aerop. Extranjeros,julio 2024,226369.0,Fuerteventura,julio,2024,7,2024-07-01
Holanda,julio 2024,5046.0,Fuerteventura,julio,2024,7,2024-07-01
Bélgica,julio 2024,668.0,Fuerteventura,julio,2024,7,2024-07-01
Alemania,julio 2024,59037.0,Fuerteventura,julio,2024,7,2024-07-01
Francia,julio 2024,8002.0,Fuerteventura,julio,2024,7,2024-07-01
Reino Unido,julio 2024,66433.0,Fuerteventura,julio,2024,7,2024-07-01
Irlanda,julio 2024,5726.0,Fuerteventura,julio,2024,7,2024-07-01
Italia,julio 2024,12105.0,Fuerteventura,julio,2024,7,2024-07-01
Países Nórdicos,julio 2024,2577.0,Fuerteventura,julio,2024,7,2024-07-01
Suecia,julio 2024,839.0,Fuerteventura,julio,2024,7,2024-07-01
Noruega,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Dinamarca,julio 2024,1738.0,Fuerteventura,julio,2024,7,2024-07-01
Finlandia,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Suiza,julio 2024,4343.0,Fuerteventura,julio,2024,7,2024-07-01
Austria,julio 2024,1686.0,Fuerteventura,julio,2024,7,2024-07-01
Federación Rusa,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Republica Checa,julio 2024,3065.0,Fuerteventura,julio,2024,7,2024-07-01
Polonia,julio 2024,11264.0,Fuerteventura,julio,2024,7,2024-07-01
Portugal,julio 2024,1325.0,Fuerteventura,julio,2024,7,2024-07-01
Marruecos,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Luxemburgo,julio 2024,1359.0,Fuerteventura,julio,2024,7,2024-07-01
Islandia,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Hungría,julio 2024,908.0,Fuerteventura,julio,2024,7,2024-07-01
Venezuela,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Rumanía,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Estonia,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Letonia,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Lituania,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Ucrania,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Israel,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
USA,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Otros países,julio 2024,0.0,Fuerteventura,julio,2024,7,2024-07-01
Total aerop. Extranjeros,julio 2024,183544.0,Fuerteventura,julio,2024,7,2024-07-01
TOTAL PASAJEROS,julio 2024,278676.0,Fuerteventura,julio,2024,7,2024-07-01
aerop. Interinsulares,agosto 2024,54038.0,Fuerteventura,agosto,2024,8,2024-08-01
aerop. peninsulares,agosto 2024,42805.0,Fuerteventura,agosto,2024,8,2024-08-01
Total aerop. españoles,agosto 2024,96843.0,Fuerteventura,agosto,2024,8,2024-08-01
Aerop. Peninsulares + aerop. Extranjeros,agosto 2024,225467.0,Fuerteventura,agosto,2024,8,2024-08-01
Holanda,agosto 2024,4590.0,Fuerteventura,agosto,2024,8,2024-08-01
Bélgica,agosto 2024,745.0,Fuerteventura,agosto,2024,8,2024-08-01
Alemania,agosto 2024,60628.0,Fuerteventura,agosto,2024,8,2024-08-01
Francia,agosto 2024,8285.0,Fuerteventura,agosto,2024,8,2024-08-01
Reino Unido,agosto 2024,66023.0,Fuerteventura,agosto,2024,8,2024-08-01
Irlanda,agosto 2024,5221.0,Fuerteventura,agosto,2024,8,2024-08-01
Italia,agosto 2024,11362.0,Fuerteventura,agosto,2024,8,2024-08-01
Países Nórdicos,agosto 2024,2012.0,Fuerteventura,agosto,2024,8,2024-08-01
Suecia,agosto 2024,661.0,Fuerteventura,agosto,2024,8,2024-08-01
Noruega,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Dinamarca,agosto 2024,1351.0,Fuerteventura,agosto,2024,8,2024-08-01
Finlandia,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Suiza,agosto 2024,4333.0,Fuerteventura,agosto,2024,8,2024-08-01
Austria,agosto 2024,1670.0,Fuerteventura,agosto,2024,8,2024-08-01
Federación Rusa,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Republica Checa,agosto 2024,2899.0,Fuerteventura,agosto,2024,8,2024-08-01
Polonia,agosto 2024,10282.0,Fuerteventura,agosto,2024,8,2024-08-01
Portugal,agosto 2024,2091.0,Fuerteventura,agosto,2024,8,2024-08-01
Marruecos,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Luxemburgo,agosto 2024,1808.0,Fuerteventura,agosto,2024,8,2024-08-01
Islandia,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Hungría,agosto 2024,713.0,Fuerteventura,agosto,2024,8,2024-08-01
Venezuela,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Rumanía,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Estonia,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Letonia,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Lituania,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Ucrania,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Israel,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
USA,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Otros países,agosto 2024,0.0,Fuerteventura,agosto,2024,8,2024-08-01
Total aerop. Extranjeros,agosto 2024,182662.0,Fuerteventura,agosto,2024,8,2024-08-01
TOTAL PASAJEROS,agosto 2024,279505.0,Fuerteventura,agosto,2024,8,2024-08-01
aerop. Interinsulares,septiembre 2024,45950.0,Fuerteventura,septiembre,2024,9,2024-09-01
aerop. peninsulares,septiembre 2024,35251.0,Fuerteventura,septiembre,2024,9,2024-09-01
Total aerop. españoles,septiembre 2024,81201.0,Fuerteventura,septiembre,2024,9,2024-09-01
Aerop. Peninsulares + aerop. Extranjeros,septiembre 2024,207991.0,Fuerteventura,septiembre,2024,9,2024-09-01
Holanda,septiembre 2024,4849.0,Fuerteventura,septiembre,2024,9,2024-09-01
Bélgica,septiembre 2024,504.0,Fuerteventura,septiembre,2024,9,2024-09-01
Alemania,septiembre 2024,61015.0,Fuerteventura,septiembre,2024,9,2024-09-01
Francia,septiembre 2024,5237.0,Fuerteventura,septiembre,2024,9,2024-09-01
Reino Unido,septiembre 2024,59425.0,Fuerteventura,septiembre,2024,9,2024-09-01
Irlanda,septiembre 2024,5560.0,Fuerteventura,septiembre,2024,9,2024-09-01
Italia,septiembre 2024,11958.0,Fuerteventura,septiembre,2024,9,2024-09-01
Países Nórdicos,septiembre 2024,2051.0,Fuerteventura,septiembre,2024,9,2024-09-01
Suecia,septiembre 2024,577.0,Fuerteventura,septiembre,2024,9,2024-09-01
Noruega,septiembre 2024,174.0,Fuerteventura,septiembre,2024,9,2024-09-01
Dinamarca,septiembre 2024,1300.0,Fuerteventura,septiembre,2024,9,2024-09-01
Finlandia,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
Suiza,septiembre 2024,5629.0,Fuerteventura,septiembre,2024,9,2024-09-01
Austria,septiembre 2024,1666.0,Fuerteventura,septiembre,2024,9,2024-09-01
Federación Rusa,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
Republica Checa,septiembre 2024,2832.0,Fuerteventura,septiembre,2024,9,2024-09-01
Polonia,septiembre 2024,9627.0,Fuerteventura,septiembre,2024,9,2024-09-01
Portugal,septiembre 2024,313.0,Fuerteventura,septiembre,2024,9,2024-09-01
Marruecos,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
Luxemburgo,septiembre 2024,1220.0,Fuerteventura,septiembre,2024,9,2024-09-01
Islandia,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
Hungría,septiembre 2024,852.0,Fuerteventura,septiembre,2024,9,2024-09-01
Venezuela,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
Rumanía,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
Estonia,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
Letonia,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
Lituania,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
Ucrania,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
Israel,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
USA,septiembre 2024,2.0,Fuerteventura,septiembre,2024,9,2024-09-01
Otros países,septiembre 2024,0.0,Fuerteventura,septiembre,2024,9,2024-09-01
Total aerop. Extranjeros,septiembre 2024,172740.0,Fuerteventura,septiembre,2024,9,2024-09-01
TOTAL PASAJEROS,septiembre 2024,253941.0,Fuerteventura,septiembre,2024,9,2024-09-01
aerop. Interinsulares,octubre 2024,43955.0,Fuerteventura,octubre,2024,10,2024-10-01
aerop. peninsulares,octubre 2024,35733.0,Fuerteventura,octubre,2024,10,2024-10-01
Total aerop. españoles,octubre 2024,79688.0,Fuerteventura,octubre,2024,10,2024-10-01
Aerop. Peninsulares + aerop. Extranjeros,octubre 2024,239362.0,Fuerteventura,octubre,2024,10,2024-10-01
Holanda,octubre 2024,5107.0,Fuerteventura,octubre,2024,10,2024-10-01
Bélgica,octubre 2024,1320.0,Fuerteventura,octubre,2024,10,2024-10-01
Alemania,octubre 2024,73965.0,Fuerteventura,octubre,2024,10,2024-10-01
Francia,octubre 2024,7823.0,Fuerteventura,octubre,2024,10,2024-10-01
Reino Unido,octubre 2024,72192.0,Fuerteventura,octubre,2024,10,2024-10-01
Irlanda,octubre 2024,5702.0,Fuerteventura,octubre,2024,10,2024-10-01
Italia,octubre 2024,12910.0,Fuerteventura,octubre,2024,10,2024-10-01
Países Nórdicos,octubre 2024,5627.0,Fuerteventura,octubre,2024,10,2024-10-01
Suecia,octubre 2024,1198.0,Fuerteventura,octubre,2024,10,2024-10-01
Noruega,octubre 2024,719.0,Fuerteventura,octubre,2024,10,2024-10-01
Dinamarca,octubre 2024,3552.0,Fuerteventura,octubre,2024,10,2024-10-01
Finlandia,octubre 2024,158.0,Fuerteventura,octubre,2024,10,2024-10-01
Suiza,octubre 2024,6318.0,Fuerteventura,octubre,2024,10,2024-10-01
Austria,octubre 2024,1499.0,Fuerteventura,octubre,2024,10,2024-10-01
Federación Rusa,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Republica Checa,octubre 2024,3097.0,Fuerteventura,octubre,2024,10,2024-10-01
Polonia,octubre 2024,6261.0,Fuerteventura,octubre,2024,10,2024-10-01
Portugal,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Marruecos,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Luxemburgo,octubre 2024,1167.0,Fuerteventura,octubre,2024,10,2024-10-01
Islandia,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Hungría,octubre 2024,641.0,Fuerteventura,octubre,2024,10,2024-10-01
Venezuela,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Rumanía,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Estonia,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Letonia,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Lituania,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Ucrania,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Israel,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
USA,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Otros países,octubre 2024,0.0,Fuerteventura,octubre,2024,10,2024-10-01
Total aerop. Extranjeros,octubre 2024,203629.0,Fuerteventura,octubre,2024,10,2024-10-01
TOTAL PASAJEROS,octubre 2024,283317.0,Fuerteventura,octubre,2024,10,2024-10-01
aerop. Interinsulares,noviembre 2024,40484.0,Fuerteventura,noviembre,2024,11,2024-11-01
aerop. peninsulares,noviembre 2024,32417.0,Fuerteventura,noviembre,2024,11,2024-11-01
Total aerop. españoles,noviembre 2024,72901.0,Fuerteventura,noviembre,2024,11,2024-11-01
Aerop. Peninsulares + aerop. Extranjeros,noviembre 2024,245173.0,Fuerteventura,noviembre,2024,11,2024-11-01
Holanda,noviembre 2024,5571.0,Fuerteventura,noviembre,2024,11,2024-11-01
Bélgica,noviembre 2024,2679.0,Fuerteventura,noviembre,2024,11,2024-11-01
Alemania,noviembre 2024,80380.0,Fuerteventura,noviembre,2024,11,2024-11-01
Francia,noviembre 2024,7699.0,Fuerteventura,noviembre,2024,11,2024-11-01
Reino Unido,noviembre 2024,71540.0,Fuerteventura,noviembre,2024,11,2024-11-01
Irlanda,noviembre 2024,5812.0,Fuerteventura,noviembre,2024,11,2024-11-01
Italia,noviembre 2024,12351.0,Fuerteventura,noviembre,2024,11,2024-11-01
Países Nórdicos,noviembre 2024,8467.0,Fuerteventura,noviembre,2024,11,2024-11-01
Suecia,noviembre 2024,2217.0,Fuerteventura,noviembre,2024,11,2024-11-01
Noruega,noviembre 2024,816.0,Fuerteventura,noviembre,2024,11,2024-11-01
Dinamarca,noviembre 2024,3550.0,Fuerteventura,noviembre,2024,11,2024-11-01
Finlandia,noviembre 2024,1884.0,Fuerteventura,noviembre,2024,11,2024-11-01
Suiza,noviembre 2024,3346.0,Fuerteventura,noviembre,2024,11,2024-11-01
Austria,noviembre 2024,2368.0,Fuerteventura,noviembre,2024,11,2024-11-01
Federación Rusa,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
Republica Checa,noviembre 2024,1373.0,Fuerteventura,noviembre,2024,11,2024-11-01
Polonia,noviembre 2024,10006.0,Fuerteventura,noviembre,2024,11,2024-11-01
Portugal,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
Marruecos,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
Luxemburgo,noviembre 2024,577.0,Fuerteventura,noviembre,2024,11,2024-11-01
Islandia,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
Hungría,noviembre 2024,585.0,Fuerteventura,noviembre,2024,11,2024-11-01
Venezuela,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
Rumanía,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
Estonia,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
Letonia,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
Lituania,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
Ucrania,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
Israel,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
USA,noviembre 2024,0.0,Fuerteventura,noviembre,2024,11,2024-11-01
Otros países,noviembre 2024,2.0,Fuerteventura,noviembre,2024,11,2024-11-01
Total aerop. Extranjeros,noviembre 2024,212756.0,Fuerteventura,noviembre,2024,11,2024-11-01
TOTAL PASAJEROS,noviembre 2024,285657.0,Fuerteventura,noviembre,2024,11,2024-11-01
aerop. Interinsulares,diciembre 2024,40307.0,Fuerteventura,diciembre,2024,12,2024-12-01
aerop. peninsulares,diciembre 2024,35787.0,Fuerteventura,diciembre,2024,12,2024-12-01
Total aerop. españoles,diciembre 2024,76094.0,Fuerteventura,diciembre,2024,12,2024-12-01
Aerop. Peninsulares + aerop. Extranjeros,diciembre 2024,249402.0,Fuerteventura,diciembre,2024,12,2024-12-01
Holanda,diciembre 2024,6056.0,Fuerteventura,diciembre,2024,12,2024-12-01
Bélgica,diciembre 2024,2749.0,Fuerteventura,diciembre,2024,12,2024-12-01
Alemania,diciembre 2024,75609.0,Fuerteventura,diciembre,2024,12,2024-12-01
Francia,diciembre 2024,8856.0,Fuerteventura,diciembre,2024,12,2024-12-01
Reino Unido,diciembre 2024,70605.0,Fuerteventura,diciembre,2024,12,2024-12-01
Irlanda,diciembre 2024,5360.0,Fuerteventura,diciembre,2024,12,2024-12-01
Italia,diciembre 2024,14935.0,Fuerteventura,diciembre,2024,12,2024-12-01
Países Nórdicos,diciembre 2024,8797.0,Fuerteventura,diciembre,2024,12,2024-12-01
Suecia,diciembre 2024,2427.0,Fuerteventura,diciembre,2024,12,2024-12-01
Noruega,diciembre 2024,709.0,Fuerteventura,diciembre,2024,12,2024-12-01
Dinamarca,diciembre 2024,3834.0,Fuerteventura,diciembre,2024,12,2024-12-01
Finlandia,diciembre 2024,1827.0,Fuerteventura,diciembre,2024,12,2024-12-01
Suiza,diciembre 2024,3620.0,Fuerteventura,diciembre,2024,12,2024-12-01
Austria,diciembre 2024,2156.0,Fuerteventura,diciembre,2024,12,2024-12-01
Federación Rusa,diciembre 2024,0.0,Fuerteventura,diciembre,2024,12,2024-12-01
Republica Checa,diciembre 2024,1495.0,Fuerteventura,diciembre,2024,12,2024-12-01
Polonia,diciembre 2024,11755.0,Fuerteventura,diciembre,2024,12,2024-12-01
