AEROPUERTO_DE_PROCEDENCIA,Mes_Año,Pasajeros,Isla,Mes,Año,MesNum,Fecha
USA,julio 2022,0,Fuerteventura,julio,2022,7,2022-07-01
Otros países,julio 2022,0,Fuerteventura,julio,2022,7,2022-07-01
Total aerop. Extranjeros,julio 2022,178033,Fuerteventura,julio,2022,7,2022-07-01
TOTAL PASAJEROS,julio 2022,268632,Fuerteventura,julio,2022,7,2022-07-01
aerop. Interinsulares,agosto 2022,48204,Fuerteventura,agosto,2022,8,2022-08-01
aerop. peninsulares,agosto 2022,44865,Fuerteventura,agosto,2022,8,2022-08-01
Total aerop. españoles,agosto 2022,93069,Fuerteventura,agosto,2022,8,2022-08-01
Aerop. Peninsulares + aerop. Extranjeros,agosto 2022,223722,Fuerteventura,agosto,2022,8,2022-08-01
Holanda,agosto 2022,5575,Fuerteventura,agosto,2022,8,2022-08-01
Bélgica,agosto 2022,599,Fuerteventura,agosto,2022,8,2022-08-01
Alemania,agosto 2022,62624,Fuerteventura,agosto,2022,8,2022-08-01
Francia,agosto 2022,8693,Fuerteventura,agosto,2022,8,2022-08-01
Reino Unido,agosto 2022,59881,Fuerteventura,agosto,2022,8,2022-08-01
Irlanda,agosto 2022,2956,Fuerteventura,agosto,2022,8,2022-08-01
Italia,agosto 2022,14181,Fuerteventura,agosto,2022,8,2022-08-01
Países Nórdicos,agosto 2022,2042,Fuerteventura,agosto,2022,8,2022-08-01
Suecia,agosto 2022,472,Fuerteventura,agosto,2022,8,2022-08-01
Noruega,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Dinamarca,agosto 2022,1570,Fuerteventura,agosto,2022,8,2022-08-01
Finlandia,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Suiza,agosto 2022,5069,Fuerteventura,agosto,2022,8,2022-08-01
Austria,agosto 2022,1556,Fuerteventura,agosto,2022,8,2022-08-01
Federación Rusa,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Republica Checa,agosto 2022,2063,Fuerteventura,agosto,2022,8,2022-08-01
Polonia,agosto 2022,9279,Fuerteventura,agosto,2022,8,2022-08-01
Portugal,agosto 2022,2319,Fuerteventura,agosto,2022,8,2022-08-01
Marruecos,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Luxemburgo,agosto 2022,1239,Fuerteventura,agosto,2022,8,2022-08-01
Islandia,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Hungría,agosto 2022,781,Fuerteventura,agosto,2022,8,2022-08-01
Venezuela,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Rumanía,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Estonia,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Letonia,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Lituania,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Ucrania,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Israel,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
USA,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Otros países,agosto 2022,0,Fuerteventura,agosto,2022,8,2022-08-01
Total aerop. Extranjeros,agosto 2022,178857,Fuerteventura,agosto,2022,8,2022-08-01
TOTAL PASAJEROS,agosto 2022,271926,Fuerteventura,agosto,2022,8,2022-08-01
aerop. Interinsulares,septiembre 2022,40174,Fuerteventura,septiembre,2022,9,2022-09-01
aerop. peninsulares,septiembre 2022,36166,Fuerteventura,septiembre,2022,9,2022-09-01
Total aerop. españoles,septiembre 2022,76340,Fuerteventura,septiembre,2022,9,2022-09-01
Aerop. Peninsulares + aerop. Extranjeros,septiembre 2022,195459,Fuerteventura,septiembre,2022,9,2022-09-01
Holanda,septiembre 2022,4796,Fuerteventura,septiembre,2022,9,2022-09-01
Bélgica,septiembre 2022,631,Fuerteventura,septiembre,2022,9,2022-09-01
Alemania,septiembre 2022,56286,Fuerteventura,septiembre,2022,9,2022-09-01
Francia,septiembre 2022,6099,Fuerteventura,septiembre,2022,9,2022-09-01
Reino Unido,septiembre 2022,54185,Fuerteventura,septiembre,2022,9,2022-09-01
Irlanda,septiembre 2022,3068,Fuerteventura,septiembre,2022,9,2022-09-01
Italia,septiembre 2022,12235,Fuerteventura,septiembre,2022,9,2022-09-01
Países Nórdicos,septiembre 2022,2678,Fuerteventura,septiembre,2022,9,2022-09-01
Suecia,septiembre 2022,726,Fuerteventura,septiembre,2022,9,2022-09-01
Noruega,septiembre 2022,181,Fuerteventura,septiembre,2022,9,2022-09-01
Dinamarca,septiembre 2022,1771,Fuerteventura,septiembre,2022,9,2022-09-01
Finlandia,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Suiza,septiembre 2022,5278,Fuerteventura,septiembre,2022,9,2022-09-01
Austria,septiembre 2022,1354,Fuerteventura,septiembre,2022,9,2022-09-01
Federación Rusa,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Republica Checa,septiembre 2022,1995,Fuerteventura,septiembre,2022,9,2022-09-01
Polonia,septiembre 2022,6919,Fuerteventura,septiembre,2022,9,2022-09-01
Portugal,septiembre 2022,1844,Fuerteventura,septiembre,2022,9,2022-09-01
Marruecos,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Luxemburgo,septiembre 2022,967,Fuerteventura,septiembre,2022,9,2022-09-01
Islandia,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Hungría,septiembre 2022,958,Fuerteventura,septiembre,2022,9,2022-09-01
Venezuela,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Rumanía,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Estonia,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Letonia,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Lituania,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Ucrania,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Israel,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
USA,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Otros países,septiembre 2022,0,Fuerteventura,septiembre,2022,9,2022-09-01
Total aerop. Extranjeros,septiembre 2022,159293,Fuerteventura,septiembre,2022,9,2022-09-01
TOTAL PASAJEROS,septiembre 2022,235633,Fuerteventura,septiembre,2022,9,2022-09-01
aerop. Interinsulares,octubre 2022,40554,Fuerteventura,octubre,2022,10,2022-10-01
aerop. peninsulares,octubre 2022,35309,Fuerteventura,octubre,2022,10,2022-10-01
Total aerop. españoles,octubre 2022,75863,Fuerteventura,octubre,2022,10,2022-10-01
Aerop. Peninsulares + aerop. Extranjeros,octubre 2022,226017,Fuerteventura,octubre,2022,10,2022-10-01
Holanda,octubre 2022,4637,Fuerteventura,octubre,2022,10,2022-10-01
Bélgica,octubre 2022,849,Fuerteventura,octubre,2022,10,2022-10-01
Alemania,octubre 2022,72076,Fuerteventura,octubre,2022,10,2022-10-01
Francia,octubre 2022,9880,Fuerteventura,octubre,2022,10,2022-10-01
Reino Unido,octubre 2022,61970,Fuerteventura,octubre,2022,10,2022-10-01
Irlanda,octubre 2022,3379,Fuerteventura,octubre,2022,10,2022-10-01
Italia,octubre 2022,13435,Fuerteventura,octubre,2022,10,2022-10-01
Países Nórdicos,octubre 2022,5290,Fuerteventura,octubre,2022,10,2022-10-01
Suecia,octubre 2022,840,Fuerteventura,octubre,2022,10,2022-10-01
Noruega,octubre 2022,674,Fuerteventura,octubre,2022,10,2022-10-01
Dinamarca,octubre 2022,3148,Fuerteventura,octubre,2022,10,2022-10-01
Finlandia,octubre 2022,628,Fuerteventura,octubre,2022,10,2022-10-01
Suiza,octubre 2022,6940,Fuerteventura,octubre,2022,10,2022-10-01
Austria,octubre 2022,1564,Fuerteventura,octubre,2022,10,2022-10-01
Federación Rusa,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
Republica Checa,octubre 2022,2161,Fuerteventura,octubre,2022,10,2022-10-01
Polonia,octubre 2022,4224,Fuerteventura,octubre,2022,10,2022-10-01
Portugal,octubre 2022,2286,Fuerteventura,octubre,2022,10,2022-10-01
Marruecos,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
Luxemburgo,octubre 2022,952,Fuerteventura,octubre,2022,10,2022-10-01
Islandia,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
Hungría,octubre 2022,1065,Fuerteventura,octubre,2022,10,2022-10-01
Venezuela,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
Rumanía,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
Estonia,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
Letonia,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
Lituania,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
Ucrania,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
Israel,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
USA,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
Otros países,octubre 2022,0,Fuerteventura,octubre,2022,10,2022-10-01
Total aerop. Extranjeros,octubre 2022,190708,Fuerteventura,octubre,2022,10,2022-10-01
TOTAL PASAJEROS,octubre 2022,266571,Fuerteventura,octubre,2022,10,2022-10-01
aerop. Interinsulares,noviembre 2022,37302,Fuerteventura,noviembre,2022,11,2022-11-01
aerop. peninsulares,noviembre 2022,27124,Fuerteventura,noviembre,2022,11,2022-11-01
Total aerop. españoles,noviembre 2022,64426,Fuerteventura,noviembre,2022,11,2022-11-01
Aerop. Peninsulares + aerop. Extranjeros,noviembre 2022,199738,Fuerteventura,noviembre,2022,11,2022-11-01
Holanda,noviembre 2022,5662,Fuerteventura,noviembre,2022,11,2022-11-01
Bélgica,noviembre 2022,1832,Fuerteventura,noviembre,2022,11,2022-11-01
Alemania,noviembre 2022,64050,Fuerteventura,noviembre,2022,11,2022-11-01
Francia,noviembre 2022,6852,Fuerteventura,noviembre,2022,11,2022-11-01
Reino Unido,noviembre 2022,58082,Fuerteventura,noviembre,2022,11,2022-11-01
Irlanda,noviembre 2022,4595,Fuerteventura,noviembre,2022,11,2022-11-01
Italia,noviembre 2022,9263,Fuerteventura,noviembre,2022,11,2022-11-01
Países Nórdicos,noviembre 2022,7519,Fuerteventura,noviembre,2022,11,2022-11-01
Suecia,noviembre 2022,2456,Fuerteventura,noviembre,2022,11,2022-11-01
Noruega,noviembre 2022,547,Fuerteventura,noviembre,2022,11,2022-11-01
Dinamarca,noviembre 2022,3678,Fuerteventura,noviembre,2022,11,2022-11-01
Finlandia,noviembre 2022,838,Fuerteventura,noviembre,2022,11,2022-11-01
Suiza,noviembre 2022,4102,Fuerteventura,noviembre,2022,11,2022-11-01
Austria,noviembre 2022,2033,Fuerteventura,noviembre,2022,11,2022-11-01
Federación Rusa,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
Republica Checa,noviembre 2022,724,Fuerteventura,noviembre,2022,11,2022-11-01
Polonia,noviembre 2022,5545,Fuerteventura,noviembre,2022,11,2022-11-01
Portugal,noviembre 2022,1007,Fuerteventura,noviembre,2022,11,2022-11-01
Marruecos,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
Luxemburgo,noviembre 2022,582,Fuerteventura,noviembre,2022,11,2022-11-01
Islandia,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
Hungría,noviembre 2022,766,Fuerteventura,noviembre,2022,11,2022-11-01
Venezuela,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
Rumanía,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
Estonia,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
Letonia,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
Lituania,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
Ucrania,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
Israel,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
USA,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
Otros países,noviembre 2022,0,Fuerteventura,noviembre,2022,11,2022-11-01
Total aerop. Extranjeros,noviembre 2022,172614,Fuerteventura,noviembre,2022,11,2022-11-01
TOTAL PASAJEROS,noviembre 2022,237040,Fuerteventura,noviembre,2022,11,2022-11-01
aerop. Interinsulares,diciembre 2022,35925,Fuerteventura,diciembre,2022,12,2022-12-01
aerop. peninsulares,diciembre 2022,34272,Fuerteventura,diciembre,2022,12,2022-12-01
Total aerop. españoles,diciembre 2022,70197,Fuerteventura,diciembre,2022,12,2022-12-01
Aerop. Peninsulares + aerop. Extranjeros,diciembre 2022,221886,Fuerteventura,diciembre,2022,12,2022-12-01
Holanda,diciembre 2022,5761,Fuerteventura,diciembre,2022,12,2022-12-01
Bélgica,diciembre 2022,2404,Fuerteventura,diciembre,2022,12,2022-12-01
Alemania,diciembre 2022,65895,Fuerteventura,diciembre,2022,12,2022-12-01
Francia,diciembre 2022,10920,Fuerteventura,diciembre,2022,12,2022-12-01
Reino Unido,diciembre 2022,62197,Fuerteventura,diciembre,2022,12,2022-12-01
Irlanda,diciembre 2022,4630,Fuerteventura,diciembre,2022,12,2022-12-01
Italia,diciembre 2022,10995,Fuerteventura,diciembre,2022,12,2022-12-01
Países Nórdicos,diciembre 2022,8015,Fuerteventura,diciembre,2022,12,2022-12-01
Suecia,diciembre 2022,2751,Fuerteventura,diciembre,2022,12,2022-12-01
Noruega,diciembre 2022,668,Fuerteventura,diciembre,2022,12,2022-12-01
Dinamarca,diciembre 2022,3830,Fuerteventura,diciembre,2022,12,2022-12-01
Finlandia,diciembre 2022,766,Fuerteventura,diciembre,2022,12,2022-12-01
Suiza,diciembre 2022,4231,Fuerteventura,diciembre,2022,12,2022-12-01
Austria,diciembre 2022,2342,Fuerteventura,diciembre,2022,12,2022-12-01
Federación Rusa,diciembre 2022,0,Fuerteventura,diciembre,2022,12,2022-12-01
Republica Checa,diciembre 2022,699,Fuerteventura,diciembre,2022,12,2022-12-01
Polonia,diciembre 2022,6437,Fuerteventura,diciembre,2022,12,2022-12-01
Portugal,diciembre 2022,1119,Fuerteventura,diciembre,2022,12,2022-12-01
Marruecos,diciembre 2022,0,Fuerteventura,diciembre,2022,12,2022-12-01
Luxemburgo,diciembre 2022,609,Fuerteventura,diciembre,2022,12,2022-12-01
Islandia,diciembre 2022,0,Fuerteventura,diciembre,2022,12,2022-12-01
Hungría,diciembre 2022,1355,Fuerteventura,diciembre,2022,12,2022-12-01
Venezuela,diciembre 2022,0,Fuerteventura,diciembre,2022,12,2022-12-01
Rumanía,diciembre 2022,0,Fuerteventura,diciembre,2022,12,2022-12-01
Estonia,diciembre 2022,0,Fuerteventura,diciembre,2022,12,2022-12-01
Letonia,diciembre 2022,0,Fuerteventura,diciembre,2022,12,2022-12-01
Lituania,diciembre 2022,0,Fuerteventura,diciembre,2022,12,2022-12-01
Ucrania,diciembre 2022,0,Fuerteventura,diciembre,2022,12,2022-12-01
Israel,diciembre 2022,0,Fuerteventura,diciembre,2022,12,2022-12-01
USA,diciembre 2022,0,Fuerteventura,diciembre,2022,12,2022-12-01
Otros países,diciembre 2022,5,Fuerteventura,diciembre,2022,12,2022-12-01
Total aerop. Extranjeros,diciembre 2022,187614,Fuerteventura,diciembre,2022,12,2022-12-01
TOTAL PASAJEROS,diciembre 2022,257811,Fuerteventura,diciembre,2022,12,2022-12-01
aerop. Interinsulares,enero 2023,31220,Fuerteventura,enero,2023,1,2023-01-01
aerop. peninsulares,enero 2023,29127,Fuerteventura,enero,2023,1,2023-01-01
Total aerop. españoles,enero 2023,60347,Fuerteventura,enero,2023,1,2023-01-01
Aerop. Peninsulares + aerop. Extranjeros,enero 2023,190253,Fuerteventura,enero,2023,1,2023-01-01
Holanda,enero 2023,4730,Fuerteventura,enero,2023,1,2023-01-01
Bélgica,enero 2023,1943,Fuerteventura,enero,2023,1,2023-01-01
Alemania,enero 2023,55776,Fuerteventura,enero,2023,1,2023-01-01
Francia,enero 2023,8590,Fuerteventura,enero,2023,1,2023-01-01
Reino Unido,enero 2023,49051,Fuerteventura,enero,2023,1,2023-01-01
Irlanda,enero 2023,4591,Fuerteventura,enero,2023,1,2023-01-01
Italia,enero 2023,10205,Fuerteventura,enero,2023,1,2023-01-01
Países Nórdicos,enero 2023,8693,Fuerteventura,enero,2023,1,2023-01-01
Suecia,enero 2023,2690,Fuerteventura,enero,2023,1,2023-01-01
Noruega,enero 2023,553,Fuerteventura,enero,2023,1,2023-01-01
Dinamarca,enero 2023,4433,Fuerteventura,enero,2023,1,2023-01-01
Finlandia,enero 2023,1017,Fuerteventura,enero,2023,1,2023-01-01
Suiza,enero 2023,2557,Fuerteventura,enero,2023,1,2023-01-01
Austria,enero 2023,2304,Fuerteventura,enero,2023,1,2023-01-01
Federación Rusa,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
Republica Checa,enero 2023,993,Fuerteventura,enero,2023,1,2023-01-01
Polonia,enero 2023,8563,Fuerteventura,enero,2023,1,2023-01-01
Portugal,enero 2023,785,Fuerteventura,enero,2023,1,2023-01-01
Marruecos,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
Luxemburgo,enero 2023,525,Fuerteventura,enero,2023,1,2023-01-01
Islandia,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
Hungría,enero 2023,1820,Fuerteventura,enero,2023,1,2023-01-01
Venezuela,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
Rumanía,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
Estonia,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
Letonia,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
Lituania,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
Ucrania,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
Israel,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
USA,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
Otros países,enero 2023,0,Fuerteventura,enero,2023,1,2023-01-01
Total aerop. Extranjeros,enero 2023,161126,Fuerteventura,enero,2023,1,2023-01-01
TOTAL PASAJEROS,enero 2023,221473,Fuerteventura,enero,2023,1,2023-01-01
aerop. Interinsulares,febrero 2023,31567,Fuerteventura,febrero,2023,2,2023-02-01
aerop. peninsulares,febrero 2023,28218,Fuerteventura,febrero,2023,2,2023-02-01
Total aerop. españoles,febrero 2023,59785,Fuerteventura,febrero,2023,2,2023-02-01
Aerop. Peninsulares + aerop. Extranjeros,febrero 2023,201980,Fuerteventura,febrero,2023,2,2023-02-01
Holanda,febrero 2023,4962,Fuerteventura,febrero,2023,2,2023-02-01
Bélgica,febrero 2023,2141,Fuerteventura,febrero,2023,2,2023-02-01
Alemania,febrero 2023,57045,Fuerteventura,febrero,2023,2,2023-02-01
Francia,febrero 2023,10757,Fuerteventura,febrero,2023,2,2023-02-01
Reino Unido,febrero 2023,60304,Fuerteventura,febrero,2023,2,2023-02-01
Irlanda,febrero 2023,4121,Fuerteventura,febrero,2023,2,2023-02-01
Italia,febrero 2023,9009,Fuerteventura,febrero,2023,2,2023-02-01
Países Nórdicos,febrero 2023,7588,Fuerteventura,febrero,2023,2,2023-02-01
Suecia,febrero 2023,2217,Fuerteventura,febrero,2023,2,2023-02-01
Noruega,febrero 2023,557,Fuerteventura,febrero,2023,2,2023-02-01
Dinamarca,febrero 2023,4002,Fuerteventura,febrero,2023,2,2023-02-01
Finlandia,febrero 2023,812,Fuerteventura,febrero,2023,2,2023-02-01
Suiza,febrero 2023,3685,Fuerteventura,febrero,2023,2,2023-02-01
Austria,febrero 2023,2097,Fuerteventura,febrero,2023,2,2023-02-01
Federación Rusa,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
Republica Checa,febrero 2023,766,Fuerteventura,febrero,2023,2,2023-02-01
Polonia,febrero 2023,7849,Fuerteventura,febrero,2023,2,2023-02-01
Portugal,febrero 2023,1046,Fuerteventura,febrero,2023,2,2023-02-01
Marruecos,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
Luxemburgo,febrero 2023,852,Fuerteventura,febrero,2023,2,2023-02-01
Islandia,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
Hungría,febrero 2023,1540,Fuerteventura,febrero,2023,2,2023-02-01
Venezuela,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
Rumanía,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
Estonia,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
Letonia,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
Lituania,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
Ucrania,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
Israel,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
USA,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
Otros países,febrero 2023,0,Fuerteventura,febrero,2023,2,2023-02-01
Total aerop. Extranjeros,febrero 2023,173762,Fuerteventura,febrero,2023,2,2023-02-01
TOTAL PASAJEROS,febrero 2023,233547,Fuerteventura,febrero,2023,2,2023-02-01
aerop. Interinsulares,marzo 2023,39065,Fuerteventura,marzo,2023,3,2023-03-01
aerop. peninsulares,marzo 2023,30435,Fuerteventura,marzo,2023,3,2023-03-01
Total aerop. españoles,marzo 2023,69500,Fuerteventura,marzo,2023,3,2023-03-01
Aerop. Peninsulares + aerop. Extranjeros,marzo 2023,221087,Fuerteventura,marzo,2023,3,2023-03-01
Holanda,marzo 2023,5317,Fuerteventura,marzo,2023,3,2023-03-01
Bélgica,marzo 2023,1740,Fuerteventura,marzo,2023,3,2023-03-01
Alemania,marzo 2023,66945,Fuerteventura,marzo,2023,3,2023-03-01
Francia,marzo 2023,9290,Fuerteventura,marzo,2023,3,2023-03-01
Reino Unido,marzo 2023,66763,Fuerteventura,marzo,2023,3,2023-03-01
Irlanda,marzo 2023,5152,Fuerteventura,marzo,2023,3,2023-03-01
Italia,marzo 2023,9649,Fuerteventura,marzo,2023,3,2023-03-01
Países Nórdicos,marzo 2023,8375,Fuerteventura,marzo,2023,3,2023-03-01
Suecia,marzo 2023,2813,Fuerteventura,marzo,2023,3,2023-03-01
Noruega,marzo 2023,676,Fuerteventura,marzo,2023,3,2023-03-01
Dinamarca,marzo 2023,4073,Fuerteventura,marzo,2023,3,2023-03-01
Finlandia,marzo 2023,813,Fuerteventura,marzo,2023,3,2023-03-01
Suiza,marzo 2023,4092,Fuerteventura,marzo,2023,3,2023-03-01
Austria,marzo 2023,2176,Fuerteventura,marzo,2023,3,2023-03-01
Federación Rusa,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
Republica Checa,marzo 2023,750,Fuerteventura,marzo,2023,3,2023-03-01
Polonia,marzo 2023,7223,Fuerteventura,marzo,2023,3,2023-03-01
Portugal,marzo 2023,936,Fuerteventura,marzo,2023,3,2023-03-01
Marruecos,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
Luxemburgo,marzo 2023,935,Fuerteventura,marzo,2023,3,2023-03-01
Islandia,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
Hungría,marzo 2023,1309,Fuerteventura,marzo,2023,3,2023-03-01
Venezuela,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
Rumanía,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
Estonia,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
Letonia,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
Lituania,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
Ucrania,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
Israel,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
USA,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
Otros países,marzo 2023,0,Fuerteventura,marzo,2023,3,2023-03-01
Total aerop. Extranjeros,marzo 2023,190652,Fuerteventura,marzo,2023,3,2023-03-01
TOTAL PASAJEROS,marzo 2023,260152,Fuerteventura,marzo,2023,3,2023-03-01
aerop. Interinsulares,abril 2023,39584,Fuerteventura,abril,2023,4,2023-04-01
aerop. peninsulares,abril 2023,32311,Fuerteventura,abril,2023,4,2023-04-01
Total aerop. españoles,abril 2023,71895,Fuerteventura,abril,2023,4,2023-04-01
Aerop. Peninsulares + aerop. Extranjeros,abril 2023,206580,Fuerteventura,abril,2023,4,2023-04-01
Holanda,abril 2023,4519,Fuerteventura,abril,2023,4,2023-04-01
Bélgica,abril 2023,960,Fuerteventura,abril,2023,4,2023-04-01
Alemania,abril 2023,68115,Fuerteventura,abril,2023,4,2023-04-01
Francia,abril 2023,8436,Fuerteventura,abril,2023,4,2023-04-01
Reino Unido,abril 2023,56466,Fuerteventura,abril,2023,4,2023-04-01
Irlanda,abril 2023,5364,Fuerteventura,abril,2023,4,2023-04-01
Italia,abril 2023,9867,Fuerteventura,abril,2023,4,2023-04-01
Países Nórdicos,abril 2023,3380,Fuerteventura,abril,2023,4,2023-04-01
Suecia,abril 2023,1043,Fuerteventura,abril,2023,4,2023-04-01
Noruega,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Dinamarca,abril 2023,2135,Fuerteventura,abril,2023,4,2023-04-01
Finlandia,abril 2023,202,Fuerteventura,abril,2023,4,2023-04-01
Suiza,abril 2023,5249,Fuerteventura,abril,2023,4,2023-04-01
Austria,abril 2023,2267,Fuerteventura,abril,2023,4,2023-04-01
Federación Rusa,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Republica Checa,abril 2023,2183,Fuerteventura,abril,2023,4,2023-04-01
Polonia,abril 2023,6101,Fuerteventura,abril,2023,4,2023-04-01
Portugal,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Marruecos,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Luxemburgo,abril 2023,1174,Fuerteventura,abril,2023,4,2023-04-01
Islandia,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Hungría,abril 2023,188,Fuerteventura,abril,2023,4,2023-04-01
Venezuela,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Rumanía,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Estonia,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Letonia,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Lituania,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Ucrania,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Israel,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
USA,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Otros países,abril 2023,0,Fuerteventura,abril,2023,4,2023-04-01
Total aerop. Extranjeros,abril 2023,174269,Fuerteventura,abril,2023,4,2023-04-01
TOTAL PASAJEROS,abril 2023,246164,Fuerteventura,abril,2023,4,2023-04-01
aerop. Interinsulares,mayo 2023,40829,Fuerteventura,mayo,2023,5,2023-05-01
aerop. peninsulares,mayo 2023,31944,Fuerteventura,mayo,2023,5,2023-05-01
Total aerop. españoles,mayo 2023,72773,Fuerteventura,mayo,2023,5,2023-05-01
Aerop. Peninsulares + aerop. Extranjeros,mayo 2023,180058,Fuerteventura,mayo,2023,5,2023-05-01
Holanda,mayo 2023,3961,Fuerteventura,mayo,2023,5,2023-05-01
Bélgica,mayo 2023,633,Fuerteventura,mayo,2023,5,2023-05-01
