AEROPUERTO_DE_PROCEDENCIA,Mes_Año,Pasajeros,Isla,Mes,Año,MesNum,Fecha
Letonia,marzo 2024,0,Lanzarote,marzo,2024,3,2024-03-01
Lituania,marzo 2024,0,Lanzarote,marzo,2024,3,2024-03-01
Ucrania,marzo 2024,0,Lanzarote,marzo,2024,3,2024-03-01
Israel,marzo 2024,0,Lanzarote,marzo,2024,3,2024-03-01
USA,marzo 2024,0,Lanzarote,marzo,2024,3,2024-03-01
Otros países,marzo 2024,1758,Lanzarote,marzo,2024,3,2024-03-01
Total aerop. Extranjeros,marzo 2024,283788,Lanzarote,marzo,2024,3,2024-03-01
TOTAL PASAJEROS,marzo 2024,395132,Lanzarote,marzo,2024,3,2024-03-01
aerop. Interinsulares,abril 2024,51248,Lanzarote,abril,2024,4,2024-04-01
aerop. peninsulares,abril 2024,60908,Lanzarote,abril,2024,4,2024-04-01
Total aerop. españoles,abril 2024,112156,Lanzarote,abril,2024,4,2024-04-01
Aerop. Peninsulares + aerop. Extranjeros,abril 2024,291202,Lanzarote,abril,2024,4,2024-04-01
Holanda,abril 2024,7417,Lanzarote,abril,2024,4,2024-04-01
Bélgica,abril 2024,4008,Lanzarote,abril,2024,4,2024-04-01
Alemania,abril 2024,20994,Lanzarote,abril,2024,4,2024-04-01
Francia,abril 2024,18055,Lanzarote,abril,2024,4,2024-04-01
Reino Unido,abril 2024,134148,Lanzarote,abril,2024,4,2024-04-01
Irlanda,abril 2024,26527,Lanzarote,abril,2024,4,2024-04-01
Italia,abril 2024,5177,Lanzarote,abril,2024,4,2024-04-01
Países Nórdicos,abril 2024,2616,Lanzarote,abril,2024,4,2024-04-01
Suecia,abril 2024,341,Lanzarote,abril,2024,4,2024-04-01
Noruega,abril 2024,471,Lanzarote,abril,2024,4,2024-04-01
Dinamarca,abril 2024,1636,Lanzarote,abril,2024,4,2024-04-01
Finlandia,abril 2024,168,Lanzarote,abril,2024,4,2024-04-01
Suiza,abril 2024,4285,Lanzarote,abril,2024,4,2024-04-01
Austria,abril 2024,0,Lanzarote,abril,2024,4,2024-04-01
Federación Rusa,abril 2024,0,Lanzarote,abril,2024,4,2024-04-01
Republica Checa,abril 2024,421,Lanzarote,abril,2024,4,2024-04-01
Polonia,abril 2024,2093,Lanzarote,abril,2024,4,2024-04-01
Portugal,abril 2024,163,Lanzarote,abril,2024,4,2024-04-01
Marruecos,abril 2024,229,Lanzarote,abril,2024,4,2024-04-01
Luxemburgo,abril 2024,1933,Lanzarote,abril,2024,4,2024-04-01
Islandia,abril 2024,0,Lanzarote,abril,2024,4,2024-04-01
Hungría,abril 2024,857,Lanzarote,abril,2024,4,2024-04-01
Venezuela,abril 2024,0,Lanzarote,abril,2024,4,2024-04-01
Rumanía,abril 2024,0,Lanzarote,abril,2024,4,2024-04-01
Estonia,abril 2024,0,Lanzarote,abril,2024,4,2024-04-01
Letonia,abril 2024,0,Lanzarote,abril,2024,4,2024-04-01
Lituania,abril 2024,0,Lanzarote,abril,2024,4,2024-04-01
Ucrania,abril 2024,0,Lanzarote,abril,2024,4,2024-04-01
Israel,abril 2024,0,Lanzarote,abril,2024,4,2024-04-01
USA,abril 2024,0,Lanzarote,abril,2024,4,2024-04-01
Otros países,abril 2024,1371,Lanzarote,abril,2024,4,2024-04-01
Total aerop. Extranjeros,abril 2024,230294,Lanzarote,abril,2024,4,2024-04-01
TOTAL PASAJEROS,abril 2024,342450,Lanzarote,abril,2024,4,2024-04-01
aerop. Interinsulares,mayo 2024,57900,Lanzarote,mayo,2024,5,2024-05-01
aerop. peninsulares,mayo 2024,57268,Lanzarote,mayo,2024,5,2024-05-01
Total aerop. españoles,mayo 2024,115168,Lanzarote,mayo,2024,5,2024-05-01
Aerop. Peninsulares + aerop. Extranjeros,mayo 2024,272907,Lanzarote,mayo,2024,5,2024-05-01
Holanda,mayo 2024,6007,Lanzarote,mayo,2024,5,2024-05-01
Bélgica,mayo 2024,3703,Lanzarote,mayo,2024,5,2024-05-01
Alemania,mayo 2024,14748,Lanzarote,mayo,2024,5,2024-05-01
Francia,mayo 2024,13533,Lanzarote,mayo,2024,5,2024-05-01
Reino Unido,mayo 2024,132452,Lanzarote,mayo,2024,5,2024-05-01
Irlanda,mayo 2024,27754,Lanzarote,mayo,2024,5,2024-05-01
Italia,mayo 2024,4638,Lanzarote,mayo,2024,5,2024-05-01
Países Nórdicos,mayo 2024,1867,Lanzarote,mayo,2024,5,2024-05-01
Suecia,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Noruega,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Dinamarca,mayo 2024,1867,Lanzarote,mayo,2024,5,2024-05-01
Finlandia,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Suiza,mayo 2024,3879,Lanzarote,mayo,2024,5,2024-05-01
Austria,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Federación Rusa,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Republica Checa,mayo 2024,499,Lanzarote,mayo,2024,5,2024-05-01
Polonia,mayo 2024,2292,Lanzarote,mayo,2024,5,2024-05-01
Portugal,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Marruecos,mayo 2024,204,Lanzarote,mayo,2024,5,2024-05-01
Luxemburgo,mayo 2024,1602,Lanzarote,mayo,2024,5,2024-05-01
Islandia,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Hungría,mayo 2024,692,Lanzarote,mayo,2024,5,2024-05-01
Venezuela,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Rumanía,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Estonia,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Letonia,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Lituania,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Ucrania,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Israel,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
USA,mayo 2024,0,Lanzarote,mayo,2024,5,2024-05-01
Otros países,mayo 2024,1769,Lanzarote,mayo,2024,5,2024-05-01
Total aerop. Extranjeros,mayo 2024,215639,Lanzarote,mayo,2024,5,2024-05-01
TOTAL PASAJEROS,mayo 2024,330807,Lanzarote,mayo,2024,5,2024-05-01
aerop. Interinsulares,junio 2024,60086,Lanzarote,junio,2024,6,2024-06-01
aerop. peninsulares,junio 2024,63750,Lanzarote,junio,2024,6,2024-06-01
Total aerop. españoles,junio 2024,123836,Lanzarote,junio,2024,6,2024-06-01
Aerop. Peninsulares + aerop. Extranjeros,junio 2024,284452,Lanzarote,junio,2024,6,2024-06-01
Holanda,junio 2024,5636,Lanzarote,junio,2024,6,2024-06-01
Bélgica,junio 2024,4065,Lanzarote,junio,2024,6,2024-06-01
Alemania,junio 2024,13136,Lanzarote,junio,2024,6,2024-06-01
Francia,junio 2024,13633,Lanzarote,junio,2024,6,2024-06-01
Reino Unido,junio 2024,136590,Lanzarote,junio,2024,6,2024-06-01
Irlanda,junio 2024,30505,Lanzarote,junio,2024,6,2024-06-01
Italia,junio 2024,4832,Lanzarote,junio,2024,6,2024-06-01
Países Nórdicos,junio 2024,1537,Lanzarote,junio,2024,6,2024-06-01
Suecia,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Noruega,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Dinamarca,junio 2024,1537,Lanzarote,junio,2024,6,2024-06-01
Finlandia,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Suiza,junio 2024,2582,Lanzarote,junio,2024,6,2024-06-01
Austria,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Federación Rusa,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Republica Checa,junio 2024,522,Lanzarote,junio,2024,6,2024-06-01
Polonia,junio 2024,2910,Lanzarote,junio,2024,6,2024-06-01
Portugal,junio 2024,147,Lanzarote,junio,2024,6,2024-06-01
Marruecos,junio 2024,901,Lanzarote,junio,2024,6,2024-06-01
Luxemburgo,junio 2024,1754,Lanzarote,junio,2024,6,2024-06-01
Islandia,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Hungría,junio 2024,710,Lanzarote,junio,2024,6,2024-06-01
Venezuela,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Rumanía,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Estonia,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Letonia,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Lituania,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Ucrania,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Israel,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
USA,junio 2024,0,Lanzarote,junio,2024,6,2024-06-01
Otros países,junio 2024,1242,Lanzarote,junio,2024,6,2024-06-01
Total aerop. Extranjeros,junio 2024,220702,Lanzarote,junio,2024,6,2024-06-01
TOTAL PASAJEROS,junio 2024,344538,Lanzarote,junio,2024,6,2024-06-01
aerop. Interinsulares,julio 2024,67447,Lanzarote,julio,2024,7,2024-07-01
aerop. peninsulares,julio 2024,71182,Lanzarote,julio,2024,7,2024-07-01
Total aerop. españoles,julio 2024,138629,Lanzarote,julio,2024,7,2024-07-01
Aerop. Peninsulares + aerop. Extranjeros,julio 2024,312176,Lanzarote,julio,2024,7,2024-07-01
Holanda,julio 2024,7589,Lanzarote,julio,2024,7,2024-07-01
Bélgica,julio 2024,5476,Lanzarote,julio,2024,7,2024-07-01
Alemania,julio 2024,13653,Lanzarote,julio,2024,7,2024-07-01
Francia,julio 2024,16843,Lanzarote,julio,2024,7,2024-07-01
Reino Unido,julio 2024,146570,Lanzarote,julio,2024,7,2024-07-01
Irlanda,julio 2024,31662,Lanzarote,julio,2024,7,2024-07-01
Italia,julio 2024,5236,Lanzarote,julio,2024,7,2024-07-01
Países Nórdicos,julio 2024,1562,Lanzarote,julio,2024,7,2024-07-01
Suecia,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Noruega,julio 2024,6,Lanzarote,julio,2024,7,2024-07-01
Dinamarca,julio 2024,1556,Lanzarote,julio,2024,7,2024-07-01
Finlandia,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Suiza,julio 2024,2140,Lanzarote,julio,2024,7,2024-07-01
Austria,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Federación Rusa,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Republica Checa,julio 2024,905,Lanzarote,julio,2024,7,2024-07-01
Polonia,julio 2024,3158,Lanzarote,julio,2024,7,2024-07-01
Portugal,julio 2024,239,Lanzarote,julio,2024,7,2024-07-01
Marruecos,julio 2024,1480,Lanzarote,julio,2024,7,2024-07-01
Luxemburgo,julio 2024,2103,Lanzarote,julio,2024,7,2024-07-01
Islandia,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Hungría,julio 2024,919,Lanzarote,julio,2024,7,2024-07-01
Venezuela,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Rumanía,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Estonia,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Letonia,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Lituania,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Ucrania,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Israel,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
USA,julio 2024,0,Lanzarote,julio,2024,7,2024-07-01
Otros países,julio 2024,1459,Lanzarote,julio,2024,7,2024-07-01
Total aerop. Extranjeros,julio 2024,240994,Lanzarote,julio,2024,7,2024-07-01
TOTAL PASAJEROS,julio 2024,379623,Lanzarote,julio,2024,7,2024-07-01
aerop. Interinsulares,agosto 2024,68791,Lanzarote,agosto,2024,8,2024-08-01
aerop. peninsulares,agosto 2024,77363,Lanzarote,agosto,2024,8,2024-08-01
Total aerop. españoles,agosto 2024,146154,Lanzarote,agosto,2024,8,2024-08-01
Aerop. Peninsulares + aerop. Extranjeros,agosto 2024,321889,Lanzarote,agosto,2024,8,2024-08-01
Holanda,agosto 2024,6971,Lanzarote,agosto,2024,8,2024-08-01
Bélgica,agosto 2024,5264,Lanzarote,agosto,2024,8,2024-08-01
Alemania,agosto 2024,13500,Lanzarote,agosto,2024,8,2024-08-01
Francia,agosto 2024,17536,Lanzarote,agosto,2024,8,2024-08-01
Reino Unido,agosto 2024,150924,Lanzarote,agosto,2024,8,2024-08-01
Irlanda,agosto 2024,30224,Lanzarote,agosto,2024,8,2024-08-01
Italia,agosto 2024,5090,Lanzarote,agosto,2024,8,2024-08-01
Países Nórdicos,agosto 2024,1812,Lanzarote,agosto,2024,8,2024-08-01
Suecia,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Noruega,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Dinamarca,agosto 2024,1812,Lanzarote,agosto,2024,8,2024-08-01
Finlandia,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Suiza,agosto 2024,1538,Lanzarote,agosto,2024,8,2024-08-01
Austria,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Federación Rusa,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Republica Checa,agosto 2024,607,Lanzarote,agosto,2024,8,2024-08-01
Polonia,agosto 2024,3468,Lanzarote,agosto,2024,8,2024-08-01
Portugal,agosto 2024,868,Lanzarote,agosto,2024,8,2024-08-01
Marruecos,agosto 2024,2009,Lanzarote,agosto,2024,8,2024-08-01
Luxemburgo,agosto 2024,2175,Lanzarote,agosto,2024,8,2024-08-01
Islandia,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Hungría,agosto 2024,739,Lanzarote,agosto,2024,8,2024-08-01
Venezuela,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Rumanía,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Estonia,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Letonia,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Lituania,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Ucrania,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Israel,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
USA,agosto 2024,0,Lanzarote,agosto,2024,8,2024-08-01
Otros países,agosto 2024,1801,Lanzarote,agosto,2024,8,2024-08-01
Total aerop. Extranjeros,agosto 2024,244526,Lanzarote,agosto,2024,8,2024-08-01
TOTAL PASAJEROS,agosto 2024,390680,Lanzarote,agosto,2024,8,2024-08-01
aerop. Interinsulares,septiembre 2024,58339,Lanzarote,septiembre,2024,9,2024-09-01
aerop. peninsulares,septiembre 2024,65401,Lanzarote,septiembre,2024,9,2024-09-01
Total aerop. españoles,septiembre 2024,123740,Lanzarote,septiembre,2024,9,2024-09-01
Aerop. Peninsulares + aerop. Extranjeros,septiembre 2024,288961,Lanzarote,septiembre,2024,9,2024-09-01
Holanda,septiembre 2024,6209,Lanzarote,septiembre,2024,9,2024-09-01
Bélgica,septiembre 2024,4286,Lanzarote,septiembre,2024,9,2024-09-01
Alemania,septiembre 2024,15393,Lanzarote,septiembre,2024,9,2024-09-01
Francia,septiembre 2024,11549,Lanzarote,septiembre,2024,9,2024-09-01
Reino Unido,septiembre 2024,138857,Lanzarote,septiembre,2024,9,2024-09-01
Irlanda,septiembre 2024,28004,Lanzarote,septiembre,2024,9,2024-09-01
Italia,septiembre 2024,4548,Lanzarote,septiembre,2024,9,2024-09-01
Países Nórdicos,septiembre 2024,1697,Lanzarote,septiembre,2024,9,2024-09-01
Suecia,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Noruega,septiembre 2024,187,Lanzarote,septiembre,2024,9,2024-09-01
Dinamarca,septiembre 2024,1510,Lanzarote,septiembre,2024,9,2024-09-01
Finlandia,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Suiza,septiembre 2024,3860,Lanzarote,septiembre,2024,9,2024-09-01
Austria,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Federación Rusa,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Republica Checa,septiembre 2024,604,Lanzarote,septiembre,2024,9,2024-09-01
Polonia,septiembre 2024,2479,Lanzarote,septiembre,2024,9,2024-09-01
Portugal,septiembre 2024,201,Lanzarote,septiembre,2024,9,2024-09-01
Marruecos,septiembre 2024,1646,Lanzarote,septiembre,2024,9,2024-09-01
Luxemburgo,septiembre 2024,2014,Lanzarote,septiembre,2024,9,2024-09-01
Islandia,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Hungría,septiembre 2024,751,Lanzarote,septiembre,2024,9,2024-09-01
Venezuela,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Rumanía,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Estonia,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Letonia,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Lituania,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Ucrania,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Israel,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
USA,septiembre 2024,0,Lanzarote,septiembre,2024,9,2024-09-01
Otros países,septiembre 2024,1462,Lanzarote,septiembre,2024,9,2024-09-01
Total aerop. Extranjeros,septiembre 2024,223560,Lanzarote,septiembre,2024,9,2024-09-01
TOTAL PASAJEROS,septiembre 2024,347300,Lanzarote,septiembre,2024,9,2024-09-01
aerop. Interinsulares,octubre 2024,56910,Lanzarote,octubre,2024,10,2024-10-01
aerop. peninsulares,octubre 2024,66117,Lanzarote,octubre,2024,10,2024-10-01
Total aerop. españoles,octubre 2024,123027,Lanzarote,octubre,2024,10,2024-10-01
Aerop. Peninsulares + aerop. Extranjeros,octubre 2024,328016,Lanzarote,octubre,2024,10,2024-10-01
Holanda,octubre 2024,8394,Lanzarote,octubre,2024,10,2024-10-01
Bélgica,octubre 2024,4812,Lanzarote,octubre,2024,10,2024-10-01
Alemania,octubre 2024,22909,Lanzarote,octubre,2024,10,2024-10-01
Francia,octubre 2024,16370,Lanzarote,octubre,2024,10,2024-10-01
Reino Unido,octubre 2024,156641,Lanzarote,octubre,2024,10,2024-10-01
Irlanda,octubre 2024,28697,Lanzarote,octubre,2024,10,2024-10-01
Italia,octubre 2024,5934,Lanzarote,octubre,2024,10,2024-10-01
Países Nórdicos,octubre 2024,4692,Lanzarote,octubre,2024,10,2024-10-01
Suecia,octubre 2024,363,Lanzarote,octubre,2024,10,2024-10-01
Noruega,octubre 2024,1009,Lanzarote,octubre,2024,10,2024-10-01
Dinamarca,octubre 2024,2631,Lanzarote,octubre,2024,10,2024-10-01
Finlandia,octubre 2024,689,Lanzarote,octubre,2024,10,2024-10-01
Suiza,octubre 2024,5425,Lanzarote,octubre,2024,10,2024-10-01
Austria,octubre 2024,184,Lanzarote,octubre,2024,10,2024-10-01
Federación Rusa,octubre 2024,0,Lanzarote,octubre,2024,10,2024-10-01
Republica Checa,octubre 2024,925,Lanzarote,octubre,2024,10,2024-10-01
Polonia,octubre 2024,2195,Lanzarote,octubre,2024,10,2024-10-01
Portugal,octubre 2024,3,Lanzarote,octubre,2024,10,2024-10-01
Marruecos,octubre 2024,317,Lanzarote,octubre,2024,10,2024-10-01
Luxemburgo,octubre 2024,2013,Lanzarote,octubre,2024,10,2024-10-01
Islandia,octubre 2024,0,Lanzarote,octubre,2024,10,2024-10-01
Hungría,octubre 2024,733,Lanzarote,octubre,2024,10,2024-10-01
Venezuela,octubre 2024,0,Lanzarote,octubre,2024,10,2024-10-01
Rumanía,octubre 2024,0,Lanzarote,octubre,2024,10,2024-10-01
Estonia,octubre 2024,0,Lanzarote,octubre,2024,10,2024-10-01
Letonia,octubre 2024,0,Lanzarote,octubre,2024,10,2024-10-01
Lituania,octubre 2024,0,Lanzarote,octubre,2024,10,2024-10-01
Ucrania,octubre 2024,0,Lanzarote,octubre,2024,10,2024-10-01
Israel,octubre 2024,0,Lanzarote,octubre,2024,10,2024-10-01
USA,octubre 2024,0,Lanzarote,octubre,2024,10,2024-10-01
Otros países,octubre 2024,1655,Lanzarote,octubre,2024,10,2024-10-01
Total aerop. Extranjeros,octubre 2024,261899,Lanzarote,octubre,2024,10,2024-10-01
TOTAL PASAJEROS,octubre 2024,384926,Lanzarote,octubre,2024,10,2024-10-01
aerop. Interinsulares,noviembre 2024,53749,Lanzarote,noviembre,2024,11,2024-11-01
aerop. peninsulares,noviembre 2024,55449,Lanzarote,noviembre,2024,11,2024-11-01
Total aerop. españoles,noviembre 2024,109198,Lanzarote,noviembre,2024,11,2024-11-01
Aerop. Peninsulares + aerop. Extranjeros,noviembre 2024,310694,Lanzarote,noviembre,2024,11,2024-11-01
Holanda,noviembre 2024,7641,Lanzarote,noviembre,2024,11,2024-11-01
Bélgica,noviembre 2024,4261,Lanzarote,noviembre,2024,11,2024-11-01
Alemania,noviembre 2024,32414,Lanzarote,noviembre,2024,11,2024-11-01
Francia,noviembre 2024,14751,Lanzarote,noviembre,2024,11,2024-11-01
Reino Unido,noviembre 2024,137504,Lanzarote,noviembre,2024,11,2024-11-01
Irlanda,noviembre 2024,28273,Lanzarote,noviembre,2024,11,2024-11-01
Italia,noviembre 2024,7058,Lanzarote,noviembre,2024,11,2024-11-01
Países Nórdicos,noviembre 2024,9065,Lanzarote,noviembre,2024,11,2024-11-01
Suecia,noviembre 2024,2042,Lanzarote,noviembre,2024,11,2024-11-01
Noruega,noviembre 2024,2405,Lanzarote,noviembre,2024,11,2024-11-01
Dinamarca,noviembre 2024,2813,Lanzarote,noviembre,2024,11,2024-11-01
Finlandia,noviembre 2024,1805,Lanzarote,noviembre,2024,11,2024-11-01
Suiza,noviembre 2024,4646,Lanzarote,noviembre,2024,11,2024-11-01
Austria,noviembre 2024,1513,Lanzarote,noviembre,2024,11,2024-11-01
Federación Rusa,noviembre 2024,0,Lanzarote,noviembre,2024,11,2024-11-01
Republica Checa,noviembre 2024,571,Lanzarote,noviembre,2024,11,2024-11-01
Polonia,noviembre 2024,2762,Lanzarote,noviembre,2024,11,2024-11-01
Portugal,noviembre 2024,2,Lanzarote,noviembre,2024,11,2024-11-01
Marruecos,noviembre 2024,1031,Lanzarote,noviembre,2024,11,2024-11-01
Luxemburgo,noviembre 2024,1264,Lanzarote,noviembre,2024,11,2024-11-01
Islandia,noviembre 2024,0,Lanzarote,noviembre,2024,11,2024-11-01
Hungría,noviembre 2024,0,Lanzarote,noviembre,2024,11,2024-11-01
Venezuela,noviembre 2024,0,Lanzarote,noviembre,2024,11,2024-11-01
Rumanía,noviembre 2024,0,Lanzarote,noviembre,2024,11,2024-11-01
Estonia,noviembre 2024,0,Lanzarote,noviembre,2024,11,2024-11-01
Letonia,noviembre 2024,0,Lanzarote,noviembre,2024,11,2024-11-01
Lituania,noviembre 2024,0,Lanzarote,noviembre,2024,11,2024-11-01
Ucrania,noviembre 2024,0,Lanzarote,noviembre,2024,11,2024-11-01
Israel,noviembre 2024,0,Lanzarote,noviembre,2024,11,2024-11-01
USA,noviembre 2024,0,Lanzarote,noviembre,2024,11,2024-11-01
Otros países,noviembre 2024,2489,Lanzarote,noviembre,2024,11,2024-11-01
Total aerop. Extranjeros,noviembre 2024,255245,Lanzarote,noviembre,2024,11,2024-11-01
TOTAL PASAJEROS,noviembre 2024,364443,Lanzarote,noviembre,2024,11,2024-11-01
aerop. Interinsulares,diciembre 2024,54605,Lanzarote,diciembre,2024,12,2024-12-01
aerop. peninsulares,diciembre 2024,63109,Lanzarote,diciembre,2024,12,2024-12-01
Total aerop. españoles,diciembre 2024,117714,Lanzarote,diciembre,2024,12,2024-12-01
Aerop. Peninsulares + aerop. Extranjeros,diciembre 2024,325401,Lanzarote,diciembre,2024,12,2024-12-01
Holanda,diciembre 2024,7754,Lanzarote,diciembre,2024,12,2024-12-01
Bélgica,diciembre 2024,4119,Lanzarote,diciembre,2024,12,2024-12-01
Alemania,diciembre 2024,31349,Lanzarote,diciembre,2024,12,2024-12-01
Francia,diciembre 2024,16153,Lanzarote,diciembre,2024,12,2024-12-01
Reino Unido,diciembre 2024,145656,Lanzarote,diciembre,2024,12,2024-12-01
Irlanda,diciembre 2024,26449,Lanzarote,diciembre,2024,12,2024-12-01
Italia,diciembre 2024,8122,Lanzarote,diciembre,2024,12,2024-12-01
Países Nórdicos,diciembre 2024,9085,Lanzarote,diciembre,2024,12,2024-12-01
Suecia,diciembre 2024,2296,Lanzarote,diciembre,2024,12,2024-12-01
Noruega,diciembre 2024,2033,Lanzarote,diciembre,2024,12,2024-12-01
Dinamarca,diciembre 2024,2681,Lanzarote,diciembre,2024,12,2024-12-01
Finlandia,diciembre 2024,2075,Lanzarote,diciembre,2024,12,2024-12-01
Suiza,diciembre 2024,5019,Lanzarote,diciembre,2024,12,2024-12-01
Austria,diciembre 2024,1192,Lanzarote,diciembre,2024,12,2024-12-01
Federación Rusa,diciembre 2024,0,Lanzarote,diciembre,2024,12,2024-12-01
Republica Checa,diciembre 2024,711,Lanzarote,diciembre,2024,12,2024-12-01
Polonia,diciembre 2024,2525,Lanzarote,diciembre,2024,12,2024-12-01
Portugal,diciembre 2024,2,Lanzarote,diciembre,2024,12,2024-12-01
Marruecos,diciembre 2024,1003,Lanzarote,diciembre,2024,12,2024-12-01
Luxemburgo,diciembre 2024,1162,Lanzarote,diciembre,2024,12,2024-12-01
Islandia,diciembre 2024,0,Lanzarote,diciembre,2024,12,2024-12-01
Hungría,diciembre 2024,0,Lanzarote,diciembre,2024,12,2024-12-01
Venezuela,diciembre 2024,0,Lanzarote,diciembre,2024,12,2024-12-01
Rumanía,diciembre 2024,0,Lanzarote,diciembre,2024,12,2024-12-01
Estonia,diciembre 2024,0,Lanzarote,diciembre,2024,12,2024-12-01
Letonia,diciembre 2024,0,Lanzarote,diciembre,2024,12,2024-12-01
Lituania,diciembre 2024,0,Lanzarote,diciembre,2024,12,2024-12-01
Ucrania,diciembre 2024,0,Lanzarote,diciembre,2024,12,2024-12-01
Israel,diciembre 2024,0,Lanzarote,diciembre,2024,12,2024-12-01
USA,diciembre 2024,0,Lanzarote,diciembre,2024,12,2024-12-01
Otros países,diciembre 2024,1991,Lanzarote,diciembre,2024,12,2024-12-01
Total aerop. Extranjeros,diciembre 2024,262292,Lanzarote,diciembre,2024,12,2024-12-01
TOTAL PASAJEROS,diciembre 2024,380006,Lanzarote,diciembre,2024,12,2024-12-01
aerop. Interinsulares,enero 2025,45590,Lanzarote,enero,2025,1,2025-01-01
aerop. peninsulares,enero 2025,53362,Lanzarote,enero,2025,1,2025-01-01
Total aerop. españoles,enero 2025,98952,Lanzarote,enero,2025,1,2025-01-01
Aerop. Peninsulares + aerop. Extranjeros,enero 2025,291075,Lanzarote,enero,2025,1,2025-01-01
Holanda,enero 2025,7021,Lanzarote,enero,2025,1,2025-01-01
Bélgica,enero 2025,4071,Lanzarote,enero,2025,1,2025-01-01
Alemania,enero 2025,26313,Lanzarote,enero,2025,1,2025-01-01
Francia,enero 2025,14743,Lanzarote,enero,2025,1,2025-01-01
Reino Unido,enero 2025,124755,Lanzarote,enero,2025,1,2025-01-01
Irlanda,enero 2025,31972,Lanzarote,enero,2025,1,2025-01-01
Italia,enero 2025,6621,Lanzarote,enero,2025,1,2025-01-01
Países Nórdicos,enero 2025,8598,Lanzarote,enero,2025,1,2025-01-01
Suecia,enero 2025,1868,Lanzarote,enero,2025,1,2025-01-01
