Isla,Fecha,Mes,Año,MesNum,Pasajeros,month_sin,month_cos,year_norm,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,roll3,roll6
Gran Canaria,2024-08-01,agosto,2024,8,597965,-0.8660254037844384,-0.5000000000000004,6,611351.0,556408.0,537235.0,578511.0,722702.0,658274.0,629857.0,690092.0,621956.0,626498.0,522700.0,556213.0,568331.3333333334,610746.8333333334
Gran Canaria,2024-09-01,septiembre,2024,9,559241,-1.0,-1.8369701987210297e-16,6,597965.0,611351.0,556408.0,537235.0,578511.0,722702.0,658274.0,629857.0,690092.0,621956.0,626498.0,522700.0,588574.6666666666,600695.3333333334
Gran Canaria,2024-10-01,octubre,2024,10,668803,-0.8660254037844386,0.5000000000000001,6,559241.0,597965.0,611351.0,556408.0,537235.0,578511.0,722702.0,658274.0,629857.0,690092.0,621956.0,626498.0,589519.0,573451.8333333334
Gran Canaria,2024-11-01,noviembre,2024,11,703520,-0.5000000000000004,0.8660254037844384,6,668803.0,559241.0,597965.0,611351.0,556408.0,537235.0,578511.0,722702.0,658274.0,629857.0,690092.0,621956.0,608669.6666666666,588500.5
Gran Canaria,2024-12-01,diciembre,2024,12,744752,-2.4492935982947064e-16,1.0,6,703520.0,668803.0,559241.0,597965.0,611351.0,556408.0,537235.0,578511.0,722702.0,658274.0,629857.0,690092.0,643854.6666666666,616214.6666666666
Gran Canaria,2025-01-01,enero,2025,1,664699,0.49999999999999994,0.8660254037844387,7,744752.0,703520.0,668803.0,559241.0,597965.0,611351.0,556408.0,537235.0,578511.0,722702.0,658274.0,629857.0,705691.6666666666,647605.3333333334
Gran Canaria,2025-02-01,febrero,2025,2,665401,0.8660254037844386,0.5000000000000001,7,664699.0,744752.0,703520.0,668803.0,559241.0,597965.0,611351.0,556408.0,537235.0,578511.0,722702.0,658274.0,704323.6666666666,656496.6666666666
Gran Canaria,2025-03-01,marzo,2025,3,722082,1.0,6.123233995736766e-17,7,665401.0,664699.0,744752.0,703520.0,668803.0,559241.0,597965.0,611351.0,556408.0,537235.0,578511.0,722702.0,691617.3333333334,667736.0
Gran Canaria,2025-04-01,abril,2025,4,658845,0.8660254037844387,-0.4999999999999998,7,722082.0,665401.0,664699.0,744752.0,703520.0,668803.0,559241.0,597965.0,611351.0,556408.0,537235.0,578511.0,684060.6666666666,694876.1666666666
Gran Canaria,2025-05-01,mayo,2025,5,569871,0.49999999999999994,-0.8660254037844387,7,658845.0,722082.0,665401.0,664699.0,744752.0,703520.0,668803.0,559241.0,597965.0,611351.0,556408.0,537235.0,682109.3333333334,693216.5
Gran Canaria,2025-06-01,junio,2025,6,590021,1.2246467991473532e-16,-1.0,7,569871.0,658845.0,722082.0,665401.0,664699.0,744752.0,703520.0,668803.0,559241.0,597965.0,611351.0,556408.0,650266.0,670941.6666666666
Gran Canaria,2025-07-01,julio,2025,7,649804,-0.4999999999999997,-0.8660254037844388,7,590021.0,569871.0,658845.0,722082.0,665401.0,664699.0,744752.0,703520.0,668803.0,559241.0,597965.0,611351.0,606245.6666666666,645153.1666666666
Gran Canaria,2025-08-01,agosto,2025,8,634679,-0.8660254037844384,-0.5000000000000004,7,649804.0,590021.0,569871.0,658845.0,722082.0,665401.0,664699.0,744752.0,703520.0,668803.0,559241.0,597965.0,603232.0,642670.6666666666
Gran Canaria,2025-09-01,septiembre,2025,9,588899,-1.0,-1.8369701987210297e-16,7,634679.0,649804.0,590021.0,569871.0,658845.0,722082.0,665401.0,664699.0,744752.0,703520.0,668803.0,559241.0,624834.6666666666,637550.3333333334
Gran Canaria,2025-10-01,octubre,2025,10,676574,-0.8660254037844386,0.5000000000000001,7,588899.0,634679.0,649804.0,590021.0,569871.0,658845.0,722082.0,665401.0,664699.0,744752.0,703520.0,668803.0,624460.6666666666,615353.1666666666
Gran Canaria,2025-11-01,noviembre,2025,11,700163,-0.5000000000000004,0.8660254037844384,7,676574.0,588899.0,634679.0,649804.0,590021.0,569871.0,658845.0,722082.0,665401.0,664699.0,744752.0,703520.0,633384.0,618308.0
Gran Canaria,2025-12-01,diciembre,2025,12,742667,-2.4492935982947064e-16,1.0,7,700163.0,676574.0,588899.0,634679.0,649804.0,590021.0,569871.0,658845.0,722082.0,665401.0,664699.0,744752.0,655212.0,640023.3333333334
Gran Canaria,2026-01-01,enero,2026,1,685614,0.49999999999999994,0.8660254037844387,8,742667.0,700163.0,676574.0,588899.0,634679.0,649804.0,590021.0,569871.0,658845.0,722082.0,665401.0,664699.0,706468.0,665464.3333333334
Gran Canaria,2026-02-01,febrero,2026,2,679516,0.8660254037844386,0.5000000000000001,8,685614.0,742667.0,700163.0,676574.0,588899.0,634679.0,649804.0,590021.0,569871.0,658845.0,722082.0,665401.0,709481.3333333334,671432.6666666666
Gran Canaria,2026-03-01,marzo,2026,3,728998,1.0,6.123233995736766e-17,8,679516.0,685614.0,742667.0,700163.0,676574.0,588899.0,634679.0,649804.0,590021.0,569871.0,658845.0,722082.0,702599.0,678905.5
Gran Canaria,2026-04-01,abril,2026,4,636554,0.8660254037844387,-0.4999999999999998,8,728998.0,679516.0,685614.0,742667.0,700163.0,676574.0,588899.0,634679.0,649804.0,590021.0,569871.0,658845.0,698042.6666666666,702255.3333333334
Gran Canaria,2026-05-01,mayo,2026,5,581157,0.49999999999999994,-0.8660254037844387,8,636554.0,728998.0,679516.0,685614.0,742667.0,700163.0,676574.0,588899.0,634679.0,649804.0,590021.0,569871.0,681689.3333333334,695585.3333333334
Gran Canaria,2026-06-01,junio,2026,6,590467,1.2246467991473532e-16,-1.0,8,581157.0,636554.0,728998.0,679516.0,685614.0,742667.0,700163.0,676574.0,588899.0,634679.0,649804.0,590021.0,648903.0,675751.0
Gran Canaria,2026-07-01,julio,2026,7,684777,-0.4999999999999997,-0.8660254037844388,8,590467.0,581157.0,636554.0,728998.0,679516.0,685614.0,742667.0,700163.0,676574.0,588899.0,634679.0,649804.0,602726.0,650384.3333333334
La Palma,2020-01-01,enero,2020,1,57421,0.49999999999999994,0.8660254037844387,2,66931.0,61779.0,60131.0,57265.0,64441.0,66060.0,57679.0,57150.0,61156.0,66522.0,55525.0,55029.0,62947.0,62767.833333333336
La Palma,2020-02-01,febrero,2020,2,57172,0.8660254037844386,0.5000000000000001,2,57421.0,66931.0,61779.0,60131.0,57265.0,64441.0,66060.0,57679.0,57150.0,61156.0,66522.0,55525.0,62043.666666666664,61328.0
La Palma,2020-03-01,marzo,2020,3,27420,1.0,6.123233995736766e-17,2,57172.0,57421.0,66931.0,61779.0,60131.0,57265.0,64441.0,66060.0,57679.0,57150.0,61156.0,66522.0,60508.0,60116.5
La Palma,2020-04-01,abril,2020,4,1150,0.8660254037844387,-0.4999999999999998,2,27420.0,57172.0,57421.0,66931.0,61779.0,60131.0,57265.0,64441.0,66060.0,57679.0,57150.0,61156.0,47337.666666666664,55142.333333333336
La Palma,2020-05-01,mayo,2020,5,2469,0.49999999999999994,-0.8660254037844387,2,1150.0,27420.0,57172.0,57421.0,66931.0,61779.0,60131.0,57265.0,64441.0,66060.0,57679.0,57150.0,28580.666666666668,45312.166666666664
La Palma,2020-06-01,junio,2020,6,12816,1.2246467991473532e-16,-1.0,2,2469.0,1150.0,27420.0,57172.0,57421.0,66931.0,61779.0,60131.0,57265.0,64441.0,66060.0,57679.0,10346.333333333334,35427.166666666664
La Palma,2020-07-01,julio,2020,7,36603,-0.4999999999999997,-0.8660254037844388,2,12816.0,2469.0,1150.0,27420.0,57172.0,57421.0,66931.0,61779.0,60131.0,57265.0,64441.0,66060.0,5478.333333333333,26408.0
La Palma,2020-08-01,agosto,2020,8,43489,-0.8660254037844384,-0.5000000000000004,2,36603.0,12816.0,2469.0,1150.0,27420.0,57172.0,57421.0,66931.0,61779.0,60131.0,57265.0,64441.0,17296.0,22938.333333333332
La Palma,2020-09-01,septiembre,2020,9,29192,-1.0,-1.8369701987210297e-16,2,43489.0,36603.0,12816.0,2469.0,1150.0,27420.0,57172.0,57421.0,66931.0,61779.0,60131.0,57265.0,30969.333333333332,20657.833333333332
La Palma,2020-10-01,octubre,2020,10,28832,-0.8660254037844386,0.5000000000000001,2,29192.0,43489.0,36603.0,12816.0,2469.0,1150.0,27420.0,57172.0,57421.0,66931.0,61779.0,60131.0,36428.0,20953.166666666668
La Palma,2020-11-01,noviembre,2020,11,28123,-0.5000000000000004,0.8660254037844384,2,28832.0,29192.0,43489.0,36603.0,12816.0,2469.0,1150.0,27420.0,57172.0,57421.0,66931.0,61779.0,33837.666666666664,25566.833333333332
La Palma,2020-12-01,diciembre,2020,12,29544,-2.4492935982947064e-16,1.0,2,28123.0,28832.0,29192.0,43489.0,36603.0,12816.0,2469.0,1150.0,27420.0,57172.0,57421.0,66931.0,28715.666666666668,29842.5
La Palma,2021-01-01,enero,2021,1,17362,0.49999999999999994,0.8660254037844387,3,29544.0,28123.0,28832.0,29192.0,43489.0,36603.0,12816.0,2469.0,1150.0,27420.0,57172.0,57421.0,28833.0,32630.5
La Palma,2021-02-01,febrero,2021,2,19680,0.8660254037844386,0.5000000000000001,3,17362.0,29544.0,28123.0,28832.0,29192.0,43489.0,36603.0,12816.0,2469.0,1150.0,27420.0,57172.0,25009.666666666668,29423.666666666668
La Palma,2021-03-01,marzo,2021,3,27250,1.0,6.123233995736766e-17,3,19680.0,17362.0,29544.0,28123.0,28832.0,29192.0,43489.0,36603.0,12816.0,2469.0,1150.0,27420.0,22195.333333333332,25455.5
La Palma,2021-04-01,abril,2021,4,22933,0.8660254037844387,-0.4999999999999998,3,27250.0,19680.0,17362.0,29544.0,28123.0,28832.0,29192.0,43489.0,36603.0,12816.0,2469.0,1150.0,21430.666666666668,25131.833333333332
La Palma,2021-05-01,mayo,2021,5,32196,0.49999999999999994,-0.8660254037844387,3,22933.0,27250.0,19680.0,17362.0,29544.0,28123.0,28832.0,29192.0,43489.0,36603.0,12816.0,2469.0,23287.666666666668,24148.666666666668
La Palma,2021-06-01,junio,2021,6,40218,1.2246467991473532e-16,-1.0,3,32196.0,22933.0,27250.0,19680.0,17362.0,29544.0,28123.0,28832.0,29192.0,43489.0,36603.0,12816.0,27459.666666666668,24827.5
La Palma,2021-07-01,julio,2021,7,51709,-0.4999999999999997,-0.8660254037844388,3,40218.0,32196.0,22933.0,27250.0,19680.0,17362.0,29544.0,28123.0,28832.0,29192.0,43489.0,36603.0,31782.333333333332,26606.5
La Palma,2021-08-01,agosto,2021,8,54381,-0.8660254037844384,-0.5000000000000004,3,51709.0,40218.0,32196.0,22933.0,27250.0,19680.0,17362.0,29544.0,28123.0,28832.0,29192.0,43489.0,41374.333333333336,32331.0
La Palma,2021-09-01,septiembre,2021,9,37319,-1.0,-1.8369701987210297e-16,3,54381.0,51709.0,40218.0,32196.0,22933.0,27250.0,19680.0,17362.0,29544.0,28123.0,28832.0,29192.0,48769.333333333336,38114.5
La Palma,2021-10-01,octubre,2021,10,21379,-0.8660254037844386,0.5000000000000001,3,37319.0,54381.0,51709.0,40218.0,32196.0,22933.0,27250.0,19680.0,17362.0,29544.0,28123.0,28832.0,47803.0,39792.666666666664
La Palma,2021-11-01,noviembre,2021,11,17725,-0.5000000000000004,0.8660254037844384,3,21379.0,37319.0,54381.0,51709.0,40218.0,32196.0,22933.0,27250.0,19680.0,17362.0,29544.0,28123.0,37693.0,39533.666666666664
La Palma,2021-12-01,diciembre,2021,12,31198,-2.4492935982947064e-16,1.0,3,17725.0,21379.0,37319.0,54381.0,51709.0,40218.0,32196.0,22933.0,27250.0,19680.0,17362.0,29544.0,25474.333333333332,37121.833333333336
La Palma,2022-01-01,enero,2022,1,27557,0.49999999999999994,0.8660254037844387,4,31198.0,17725.0,21379.0,37319.0,54381.0,51709.0,40218.0,32196.0,22933.0,27250.0,19680.0,17362.0,23434.0,35618.5
La Palma,2022-02-01,febrero,2022,2,35443,0.8660254037844386,0.5000000000000001,4,27557.0,31198.0,17725.0,21379.0,37319.0,54381.0,51709.0,40218.0,32196.0,22933.0,27250.0,19680.0,25493.333333333332,31593.166666666668
La Palma,2022-03-01,marzo,2022,3,43387,1.0,6.123233995736766e-17,4,35443.0,27557.0,31198.0,17725.0,21379.0,37319.0,54381.0,51709.0,40218.0,32196.0,22933.0,27250.0,31399.333333333332,28436.833333333332
La Palma,2022-04-01,abril,2022,4,55239,0.8660254037844387,-0.4999999999999998,4,43387.0,35443.0,27557.0,31198.0,17725.0,21379.0,37319.0,54381.0,51709.0,40218.0,32196.0,22933.0,35462.333333333336,29448.166666666668
La Palma,2022-05-01,mayo,2022,5,52756,0.49999999999999994,-0.8660254037844387,4,55239.0,43387.0,35443.0,27557.0,31198.0,17725.0,21379.0,37319.0,54381.0,51709.0,40218.0,32196.0,44689.666666666664,35091.5
La Palma,2022-06-01,junio,2022,6,57347,1.2246467991473532e-16,-1.0,4,52756.0,55239.0,43387.0,35443.0,27557.0,31198.0,17725.0,21379.0,37319.0,54381.0,51709.0,40218.0,50460.666666666664,40930.0
La Palma,2022-07-01,julio,2022,7,68645,-0.4999999999999997,-0.8660254037844388,4,57347.0,52756.0,55239.0,43387.0,35443.0,27557.0,31198.0,17725.0,21379.0,37319.0,54381.0,51709.0,55114.0,45288.166666666664
La Palma,2022-08-01,agosto,2022,8,66583,-0.8660254037844384,-0.5000000000000004,4,68645.0,57347.0,52756.0,55239.0,43387.0,35443.0,27557.0,31198.0,17725.0,21379.0,37319.0,54381.0,59582.666666666664,52136.166666666664
La Palma,2022-09-01,septiembre,2022,9,55197,-1.0,-1.8369701987210297e-16,4,66583.0,68645.0,57347.0,52756.0,55239.0,43387.0,35443.0,27557.0,31198.0,17725.0,21379.0,37319.0,64191.666666666664,57326.166666666664
La Palma,2022-10-01,octubre,2022,10,63471,-0.8660254037844386,0.5000000000000001,4,55197.0,66583.0,68645.0,57347.0,52756.0,55239.0,43387.0,35443.0,27557.0,31198.0,17725.0,21379.0,63475.0,59294.5
La Palma,2022-11-01,noviembre,2022,11,55788,-0.5000000000000004,0.8660254037844384,4,63471.0,55197.0,66583.0,68645.0,57347.0,52756.0,55239.0,43387.0,35443.0,27557.0,31198.0,17725.0,61750.333333333336,60666.5
La Palma,2022-12-01,diciembre,2022,12,59869,-2.4492935982947064e-16,1.0,4,55788.0,63471.0,55197.0,66583.0,68645.0,57347.0,52756.0,55239.0,43387.0,35443.0,27557.0,31198.0,58152.0,61171.833333333336
La Palma,2023-01-01,enero,2023,1,48009,0.49999999999999994,0.8660254037844387,5,59869.0,55788.0,63471.0,55197.0,66583.0,68645.0,57347.0,52756.0,55239.0,43387.0,35443.0,27557.0,59709.333333333336,61592.166666666664
La Palma,2023-02-01,febrero,2023,2,51015,0.8660254037844386,0.5000000000000001,5,48009.0,59869.0,55788.0,63471.0,55197.0,66583.0,68645.0,57347.0,52756.0,55239.0,43387.0,35443.0,54555.333333333336,58152.833333333336
La Palma,2023-03-01,marzo,2023,3,58522,1.0,6.123233995736766e-17,5,51015.0,48009.0,59869.0,55788.0,63471.0,55197.0,66583.0,68645.0,57347.0,52756.0,55239.0,43387.0,52964.333333333336,55558.166666666664
La Palma,2023-04-01,abril,2023,4,56247,0.8660254037844387,-0.4999999999999998,5,58522.0,51015.0,48009.0,59869.0,55788.0,63471.0,55197.0,66583.0,68645.0,57347.0,52756.0,55239.0,52515.333333333336,56112.333333333336
La Palma,2023-05-01,mayo,2023,5,53051,0.49999999999999994,-0.8660254037844387,5,56247.0,58522.0,51015.0,48009.0,59869.0,55788.0,63471.0,55197.0,66583.0,68645.0,57347.0,52756.0,55261.333333333336,54908.333333333336
La Palma,2023-06-01,junio,2023,6,50272,1.2246467991473532e-16,-1.0,5,53051.0,56247.0,58522.0,51015.0,48009.0,59869.0,55788.0,63471.0,55197.0,66583.0,68645.0,57347.0,55940.0,54452.166666666664
La Palma,2023-07-01,julio,2023,7,63654,-0.4999999999999997,-0.8660254037844388,5,50272.0,53051.0,56247.0,58522.0,51015.0,48009.0,59869.0,55788.0,63471.0,55197.0,66583.0,68645.0,53190.0,52852.666666666664
La Palma,2023-08-01,agosto,2023,8,60815,-0.8660254037844384,-0.5000000000000004,5,63654.0,50272.0,53051.0,56247.0,58522.0,51015.0,48009.0,59869.0,55788.0,63471.0,55197.0,66583.0,55659.0,55460.166666666664
La Palma,2023-09-01,septiembre,2023,9,55649,-1.0,-1.8369701987210297e-16,5,60815.0,63654.0,50272.0,53051.0,56247.0,58522.0,51015.0,48009.0,59869.0,55788.0,63471.0,55197.0,58247.0,57093.5
La Palma,2023-10-01,octubre,2023,10,58152,-0.8660254037844386,0.5000000000000001,5,55649.0,60815.0,63654.0,50272.0,53051.0,56247.0,58522.0,51015.0,48009.0,59869.0,55788.0,63471.0,60039.333333333336,56614.666666666664
La Palma,2023-11-01,noviembre,2023,11,60122,-0.5000000000000004,0.8660254037844384,5,58152.0,55649.0,60815.0,63654.0,50272.0,53051.0,56247.0,58522.0,51015.0,48009.0,59869.0,55788.0,58205.333333333336,56932.166666666664
La Palma,2023-12-01,diciembre,2023,12,66561,-2.4492935982947064e-16,1.0,5,60122.0,58152.0,55649.0,60815.0,63654.0,50272.0,53051.0,56247.0,58522.0,51015.0,48009.0,59869.0,57974.333333333336,58110.666666666664
La Palma,2024-01-01,enero,2024,1,55115,0.49999999999999994,0.8660254037844387,6,66561.0,60122.0,58152.0,55649.0,60815.0,63654.0,50272.0,53051.0,56247.0,58522.0,51015.0,48009.0,61611.666666666664,60825.5
La Palma,2024-02-01,febrero,2024,2,59128,0.8660254037844386,0.5000000000000001,6,55115.0,66561.0,60122.0,58152.0,55649.0,60815.0,63654.0,50272.0,53051.0,56247.0,58522.0,51015.0,60599.333333333336,59402.333333333336
La Palma,2024-03-01,marzo,2024,3,69126,1.0,6.123233995736766e-17,6,59128.0,55115.0,66561.0,60122.0,58152.0,55649.0,60815.0,63654.0,50272.0,53051.0,56247.0,58522.0,60268.0,59121.166666666664
La Palma,2024-04-01,abril,2024,4,56281,0.8660254037844387,-0.4999999999999998,6,69126.0,59128.0,55115.0,66561.0,60122.0,58152.0,55649.0,60815.0,63654.0,50272.0,53051.0,56247.0,61123.0,61367.333333333336
La Palma,2024-05-01,mayo,2024,5,58911,0.49999999999999994,-0.8660254037844387,6,56281.0,69126.0,59128.0,55115.0,66561.0,60122.0,58152.0,55649.0,60815.0,63654.0,50272.0,53051.0,61511.666666666664,61055.5
La Palma,2024-06-01,junio,2024,6,245430,1.2246467991473532e-16,-1.0,6,58911.0,56281.0,69126.0,59128.0,55115.0,66561.0,60122.0,58152.0,55649.0,60815.0,63654.0,50272.0,61439.333333333336,60853.666666666664
La Palma,2024-07-01,julio,2024,7,67084,-0.4999999999999997,-0.8660254037844388,6,245430.0,58911.0,56281.0,69126.0,59128.0,55115.0,66561.0,60122.0,58152.0,55649.0,60815.0,63654.0,120207.33333333333,90665.16666666667
La Palma,2024-08-01,agosto,2024,8,68583,-0.8660254037844384,-0.5000000000000004,6,67084.0,245430.0,58911.0,56281.0,69126.0,59128.0,55115.0,66561.0,60122.0,58152.0,55649.0,60815.0,123808.33333333333,92660.0
La Palma,2024-09-01,septiembre,2024,9,57983,-1.0,-1.8369701987210297e-16,6,68583.0,67084.0,245430.0,58911.0,56281.0,69126.0,59128.0,55115.0,66561.0,60122.0,58152.0,55649.0,127032.33333333333,94235.83333333333
La Palma,2024-10-01,octubre,2024,10,61361,-0.8660254037844386,0.5000000000000001,6,57983.0,68583.0,67084.0,245430.0,58911.0,56281.0,69126.0,59128.0,55115.0,66561.0,60122.0,58152.0,64550.0,92378.66666666667
La Palma,2024-11-01,noviembre,2024,11,64431,-0.5000000000000004,0.8660254037844384,6,61361.0,57983.0,68583.0,67084.0,245430.0,58911.0,56281.0,69126.0,59128.0,55115.0,66561.0,60122.0,62642.333333333336,93225.33333333333
La Palma,2024-12-01,diciembre,2024,12,69209,-2.4492935982947064e-16,1.0,6,64431.0,61361.0,57983.0,68583.0,67084.0,245430.0,58911.0,56281.0,69126.0,59128.0,55115.0,66561.0,61258.333333333336,94145.33333333333
La Palma,2025-01-01,enero,2025,1,60693,0.49999999999999994,0.8660254037844387,7,69209.0,64431.0,61361.0,57983.0,68583.0,67084.0,245430.0,58911.0,56281.0,69126.0,59128.0,55115.0,65000.333333333336,64775.166666666664
La Palma,2025-02-01,febrero,2025,2,59655,0.8660254037844386,0.5000000000000001,7,60693.0,69209.0,64431.0,61361.0,57983.0,68583.0,67084.0,245430.0,58911.0,56281.0,69126.0,59128.0,64777.666666666664,63710.0
La Palma,2025-03-01,marzo,2025,3,67353,1.0,6.123233995736766e-17,7,59655.0,60693.0,69209.0,64431.0,61361.0,57983.0,68583.0,67084.0,245430.0,58911.0,56281.0,69126.0,63185.666666666664,62222.0
La Palma,2025-04-01,abril,2025,4,63557,0.8660254037844387,-0.4999999999999998,7,67353.0,59655.0,60693.0,69209.0,64431.0,61361.0,57983.0,68583.0,67084.0,245430.0,58911.0,56281.0,62567.0,63783.666666666664
La Palma,2025-05-01,mayo,2025,5,58163,0.49999999999999994,-0.8660254037844387,7,63557.0,67353.0,59655.0,60693.0,69209.0,64431.0,61361.0,57983.0,68583.0,67084.0,245430.0,58911.0,63521.666666666664,64149.666666666664
La Palma,2025-06-01,junio,2025,6,59188,1.2246467991473532e-16,-1.0,7,58163.0,63557.0,67353.0,59655.0,60693.0,69209.0,64431.0,61361.0,57983.0,68583.0,67084.0,245430.0,63024.333333333336,63105.0
La Palma,2025-07-01,julio,2025,7,68287,-0.4999999999999997,-0.8660254037844388,7,59188.0,58163.0,63557.0,67353.0,59655.0,60693.0,69209.0,64431.0,61361.0,57983.0,68583.0,67084.0,60302.666666666664,61434.833333333336
La Palma,2025-08-01,agosto,2025,8,68405,-0.8660254037844384,-0.5000000000000004,7,68287.0,59188.0,58163.0,63557.0,67353.0,59655.0,60693.0,69209.0,64431.0,61361.0,57983.0,68583.0,61879.333333333336,62700.5
La Palma,2025-09-01,septiembre,2025,9,59437,-1.0,-1.8369701987210297e-16,7,68405.0,68287.0,59188.0,58163.0,63557.0,67353.0,59655.0,60693.0,69209.0,64431.0,61361.0,57983.0,65293.333333333336,64158.833333333336
La Palma,2025-10-01,octubre,2025,10,62690,-0.8660254037844386,0.5000000000000001,7,59437.0,68405.0,68287.0,59188.0,58163.0,63557.0,67353.0,59655.0,60693.0,69209.0,64431.0,61361.0,65376.333333333336,62839.5
La Palma,2025-11-01,noviembre,2025,11,66823,-0.5000000000000004,0.8660254037844384,7,62690.0,59437.0,68405.0,68287.0,59188.0,58163.0,63557.0,67353.0,59655.0,60693.0,69209.0,64431.0,63510.666666666664,62695.0
La Palma,2025-12-01,diciembre,2025,12,69970,-2.4492935982947064e-16,1.0,7,66823.0,62690.0,59437.0,68405.0,68287.0,59188.0,58163.0,63557.0,67353.0,59655.0,60693.0,69209.0,62983.333333333336,64138.333333333336
La Palma,2026-01-01,enero,2026,1,60512,0.49999999999999994,0.8660254037844387,8,69970.0,66823.0,62690.0,59437.0,68405.0,68287.0,59188.0,58163.0,63557.0,67353.0,59655.0,60693.0,66494.33333333333,65935.33333333333
La Palma,2026-02-01,febrero,2026,2,63096,0.8660254037844386,0.5000000000000001,8,60512.0,69970.0,66823.0,62690.0,59437.0,68405.0,68287.0,59188.0,58163.0,63557.0,67353.0,59655.0,65768.33333333333,64639.5
La Palma,2026-03-01,marzo,2026,3,63113,1.0,6.123233995736766e-17,8,63096.0,60512.0,69970.0,66823.0,62690.0,59437.0,68405.0,68287.0,59188.0,58163.0,63557.0,67353.0,64526.0,63754.666666666664
La Palma,2026-04-01,abril,2026,4,65798,0.8660254037844387,-0.4999999999999998,8,63113.0,63096.0,60512.0,69970.0,66823.0,62690.0,59437.0,68405.0,68287.0,59188.0,58163.0,63557.0,62240.333333333336,64367.333333333336
La Palma,2026-05-01,mayo,2026,5,66301,0.49999999999999994,-0.8660254037844387,8,65798.0,63113.0,63096.0,60512.0,69970.0,66823.0,62690.0,59437.0,68405.0,68287.0,59188.0,58163.0,64002.333333333336,64885.333333333336
La Palma,2026-06-01,junio,2026,6,64914,1.2246467991473532e-16,-1.0,8,66301.0,65798.0,63113.0,63096.0,60512.0,69970.0,66823.0,62690.0,59437.0,68405.0,68287.0,59188.0,65070.666666666664,64798.333333333336
La Palma,2026-07-01,julio,2026,7,75086,-0.4999999999999997,-0.8660254037844388,8,64914.0,66301.0,65798.0,63113.0,63096.0,60512.0,69970.0,66823.0,62690.0,59437.0,68405.0,68287.0,65671.0,63955.666666666664
Lanzarote,2020-01-01,enero,2020,1,251225,0.49999999999999994,0.8660254037844387,2,300137.0,277187.0,308296.0,298307.0,336273.0,331877.0,303454.0,283622.0,309592.0,328728.0,279620.0,269495.0,295206.6666666667,308679.5
Lanzarote,2020-02-01,febrero,2020,2,272091,0.8660254037844386,0.5000000000000001,2,251225.0,300137.0,277187.0,308296.0,298307.0,336273.0,331877.0,303454.0,283622.0,309592.0,328728.0,279620.0,276183.0,295237.5
Lanzarote,2020-03-01,marzo,2020,3,121308,1.0,6.123233995736766e-17,2,272091.0,251225.0,300137.0,277187.0,308296.0,298307.0,336273.0,331877.0,303454.0,283622.0,309592.0,328728.0,274484.3333333333,284540.5
Lanzarote,2020-04-01,abril,2020,4,1484,0.8660254037844387,-0.4999999999999998,2,121308.0,272091.0,251225.0,300137.0,277187.0,308296.0,298307.0,336273.0,331877.0,303454.0,283622.0,309592.0,214874.66666666666,255040.66666666666
Lanzarote,2020-05-01,mayo,2020,5,3974,0.49999999999999994,-0.8660254037844387,2,1484.0,121308.0,272091.0,251225.0,300137.0,277187.0,308296.0,298307.0,336273.0,331877.0,303454.0,283622.0,131627.66666666666,203905.33333333334
Lanzarote,2020-06-01,junio,2020,6,20590,1.2246467991473532e-16,-1.0,2,3974.0,1484.0,121308.0,272091.0,251225.0,300137.0,277187.0,308296.0,298307.0,336273.0,331877.0,303454.0,42255.333333333336,158369.83333333334
Lanzarote,2020-07-01,julio,2020,7,107573,-0.4999999999999997,-0.8660254037844388,2,20590.0,3974.0,1484.0,121308.0,272091.0,251225.0,300137.0,277187.0,308296.0,298307.0,336273.0,331877.0,8682.666666666666,111778.66666666667
Lanzarote,2020-08-01,agosto,2020,8,133284,-0.8660254037844384,-0.5000000000000004,2,107573.0,20590.0,3974.0,1484.0,121308.0,272091.0,251225.0,300137.0,277187.0,308296.0,298307.0,336273.0,44045.666666666664,87836.66666666667
Lanzarote,2020-09-01,septiembre,2020,9,75950,-1.0,-1.8369701987210297e-16,2,133284.0,107573.0,20590.0,3974.0,1484.0,121308.0,272091.0,251225.0,300137.0,277187.0,308296.0,298307.0,87149.0,64702.166666666664
Lanzarote,2020-10-01,octubre,2020,10,87773,-0.8660254037844386,0.5000000000000001,2,75950.0,133284.0,107573.0,20590.0,3974.0,1484.0,121308.0,272091.0,251225.0,300137.0,277187.0,308296.0,105602.33333333333,57142.5
Lanzarote,2020-11-01,noviembre,2020,11,66935,-0.5000000000000004,0.8660254037844384,2,87773.0,75950.0,133284.0,107573.0,20590.0,3974.0,1484.0,121308.0,272091.0,251225.0,300137.0,277187.0,99002.33333333333,71524.0
Lanzarote,2020-12-01,diciembre,2020,12,87278,-2.4492935982947064e-16,1.0,2,66935.0,87773.0,75950.0,133284.0,107573.0,20590.0,3974.0,1484.0,121308.0,272091.0,251225.0,300137.0,76886.0,82017.5
Lanzarote,2021-01-01,enero,2021,1,33168,0.49999999999999994,0.8660254037844387,3,87278.0,66935.0,87773.0,75950.0,133284.0,107573.0,20590.0,3974.0,1484.0,121308.0,272091.0,251225.0,80662.0,93132.16666666667
